text,emotion,emotion_code,processed_text
And then whoever does gets the phone.,neutral,6,And then whoever does gets the phone .
"All right, first name on the speed dial is mom.",neutral,6,"All right , first name on the speed dial is mom ."
"Ohh, I lost my mom to suicide.",sadness,1,"Ohh , I lost my mom to suicide ."
"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",sadness,1,"Okay no way , you cannot use that to get the cute guy and the last blueberry muffin ."
Did I use that already today? I’m sorry.,sadness,1,Did I use that already today ? I am sorry .
Joe.,neutral,6,Joe .
"Oh, I win! He’s got",happiness,0,"Oh , I win ! He’s got"
So you don’t know that’s,neutral,6,So you do not know that’s
His new girlfriend!,surprise,4,His new girlfriend !
I can’t believe this. Do you think that your parents could help pay for it?,surprise,4,I cannot believe this . Do you think that your parents could help pay for it ?
"I don’t know, my mother spent most of her money on her fourth wedding.",sadness,1,"I do not know , my mother spent most of her money on her fourth wedding ."
She’s saving the rest for her divorce.,anger,2,She’s saving the rest for her divorce .
And any extra cash my father has he saves for his yearly trips to,neutral,6,And any extra cash my father has he saves for his yearly trips to
Well what happened at dinner?,neutral,6,Well what happened at dinner ?
My parents spent the money for our wedding!,anger,2,My parents spent the money for our wedding !
My God! What did you order?!,surprise,4,My God ! What did you order ? !
"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",sadness,1,"Wait , but there’s no money ! Well this is terrible ! You guys are gonna have to get married in like a , rec . center !"
"Honey, it’s gonna be okay.",neutral,6,"Honey , it is gonna be okay ."
No! No it’s not! It’s not gonna be okay! It sucks! No swing band! No lilies!,sadness,1,No ! No it is not ! It is not gonna be okay ! It sucks ! No swing band ! No lilies !
"No, y’know what?",neutral,6,"No , you know what ?"
It’s gonna be okay.,neutral,6,It is gonna be okay .
I mean you don’t have to have this rustic Italian feast.,neutral,6,I mean you do not have to have this rustic Italian feast .
"And-and you don’t need, you don’t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",neutral,6,"And-and you do not need , you do not need this custom-made , empire-waisted , duchess , satin gown ; you can wear off the rack ."
"Dr. Geller, there’s a seat over here.",neutral,6,"Dr . Geller , there’s a seat over here ."
"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",neutral,6,"Thank you , Dr . Phillips , but I am having my lunch at this table , here in the middle ."
"I’m having lunch right here, with my good friend Joey, if he’ll sit with me.",neutral,6,"I am having lunch right here , with my good friend Joey , if he’ll sit with me ."
I will sit with you Dr. Geller.,neutral,6,I will sit with you Dr . Geller .
"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",neutral,6,"Y'know , we work in a museum of natural history , and yet there is something unnatural about the way we eat lunch ."
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sadness,1,"Now , I look around this cafeteria , and you know what I see , I see-I see division ."
"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",fear,3,"Division , between people in white coats and people in blue blazers , and I ask myself , ""My God why ? ! """
"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",neutral,6,"Now , I say we shed these-these coats that separate us , and we get to know the people underneath ."
I’m Ross!,happiness,0,I am Ross !
"I’m divorced, and I have a kid!",happiness,0,"I am divorced , and I have a kid !"
I’m Joey! I’m an actor! I don’t know squat about dinosaurs!,happiness,0,I am Joey ! I am an actor ! I do not know squat about dinosaurs !
"I’m Ted, and I just moved here a month ago, and New York really scares me.",anger,2,"I am Ted , and I just moved here a month ago , and New York really scares me ."
"All right, there you go!",happiness,0,"All right , there you go !"
"Yeah, you hang in there Teddy!",anger,2,"Yeah , you hang in there Teddy !"
"I’m Andrew, and I didn’t pay for this pear.",neutral,6,"I am Andrew , and I didn’t pay for this pear ."
"Okay, good-good for you.",happiness,0,"Okay , good-good for you ."
"I’m Rhonda,  and these aren’t real!",neutral,6,"I am Rhonda , and these aren’t real !"
"Wow, Rhonda.",surprise,4,"Wow , Rhonda ."
I’m Scott.,neutral,6,I am Scott .
"Yeah, okay, Scott!",neutral,6,"Yeah , okay , Scott !"
And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,fear,3,And I need to flip the light switch on and off 17 times before I leave a room or my family will die .
So thanks for the warm welcome.,neutral,6,So thanks for the warm welcome .
"It’s good to have you guys on my team, and I come to play.",happiness,0,"It is good to have you guys on my team , and I come to play ."
I hope you do too.,neutral,6,I hope you do too .
"Now, let’s go out there and get ‘em!",happiness,0,"Now , let us go out there and get ‘em !"
"And remember, there is no ‘I’ in team.",neutral,6,"And remember , there is no ‘I’ in team ."
"Yes, but there’s two in martini, soo everybody",happiness,0,"Yes , but there’s two in martini , soo everybody"
You! Chuckles! What’s your name?,neutral,6,You ! Chuckles ! What’s your name ?
"Oh it’s Bing, sir. I’m sorry , I was just ah...",fear,3,"Oh it is Bing , sir . I am sorry , I was just ah . . ."
"No-no, I heard what you said, funny.",neutral,6,"No-no , I heard what you said , funny ."
I like funny.,happiness,0,I like funny .
"This team is about hard work, but it’s also about having fun.",happiness,0,"This team is about hard work , but it is also about having fun ."
Good to have you aboard Bing!,happiness,0,Good to have you aboard Bing !
Yeah. You won't be able to take it.,neutral,6,Yeah . You won't be able to take it .
"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",neutral,6,"So uh , now that little Chandler turned out to be a girl , what are they gonna name her ?"
They're gonna call her Chandler.,neutral,6,They are gonna call her Chandler .
"That's kind of a masculine name, don't you think?",neutral,6,"That's kind of a masculine name , do not you think ?"
Works on you.,neutral,6,Works on you .
"Oh, that is so sweet.",happiness,0,"Oh , that is so sweet ."
"No, no, ok, you hang up.",happiness,0,"No , no , ok , you hang up ."
"Ok, ok, one, two, three.",happiness,0,"Ok , ok , one , two , three ."
Well you didn't hang up either.,happiness,0,Well you didn't hang up either .
She didn't hang up either...,happiness,0,She didn't hang up either . . .
"Ok, no, no, you hang up. You, you, y—",happiness,0,"Ok , no , no , you hang up . You , you , y—"
"Ross, hi, it's Rachel.",neutral,6,"Ross , hi , it is Rachel ."
"I'm just calling to say that um, everything's fine and I'm really happy for you and your",neutral,6,"I am just calling to say that um , everything's fine and I am really happy for you and your"
"Rach, I got a message from you.",neutral,6,"Rach , I got a message from you ."
"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",sadness,1,"Oh my God Ross , no , hang up the phone , give me the phone Ross , give me the phone , give me the phone , give me the ."
You're over me?,surprise,4,You are over me ?
Ohhhhhhhh God.,surprise,4,Ohhhhhhhh God .
"Wha... you're uh, you're, you're over me?",surprise,4,"Wha . . . you are uh , you are , you are over me ?"
"Ohh, ohh.",sadness,1,"Ohh , ohh ."
"When, when were you... under me?",surprise,4,"When , when were you . . . under me ?"
"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.",neutral,6,"Well , basically , lately , I've uh , I've uh , sort of had feelings for you ."
"OK, I need to lie down.",surprise,4,"OK , I need to lie down ."
"Hey! I'm in, they're gonna let me audition!",happiness,0,"Hey ! I am in , they are gonna let me audition !"
Really? That's great!,happiness,0,Really ? That's great !
"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",happiness,0,"I know ! I know ! It turns out that one of the casting ladies has actually seen me in a play , so I steered clear of her"
(noticing a kid who has picked up a copy of,neutral,6,( noticing a kid who has picked up a copy of
"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",happiness,0,"Oh yeah , yeah ! He's done tons of commercials . I've seen him in like Sugar Smacks ,"
"Yeah well, he's not gonna get this one.",happiness,0,"Yeah well , he's not gonna get this one ."
Ben is way cuter than that kid.,happiness,0,Ben is way cuter than that kid .
"I mean look at him, look at you,",disgust,5,"I mean look at him , look at you ,"
"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",neutral,6,"That's great . Listen , wouldn't it be great though if I got to play Ben's dad ?"
"Joey, you look nothing like Ben.",neutral,6,"Joey , you look nothing like Ben ."
I look more like him than you do!,anger,2,I look more like him than you do !
"Y'know, I don't really know you well enough for you to do that.",happiness,0,"Y'know , I do not really know you well enough for you to do that ."
That really was some of your best work.,happiness,0,That really was some of your best work .
"Hm-hmm, I told you!  I can’t believe that I’ve only got two hours before I call in sick for work.",neutral,6,"Hm-hmm , I told you ! I cannot believe that I’ve only got two hours before I call in sick for work ."
I have to be up in seven minutes.,neutral,6,I have to be up in seven minutes .
"Well, you’re not gonna believe this, but if you have seven minutes",neutral,6,"Well , you are not gonna believe this , but if you have seven minutes"
Do you wanna?,neutral,6,Do you wanna ?
Okay! You get the vacuum cleaner and I’ll get the furniture polish!,happiness,0,Okay ! You get the vacuum cleaner and I’ll get the furniture polish !
Oh okay. But y’know what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,neutral,6,Oh okay . But you know what ? Be careful . Because a guy who was helping me before had to leave because he hurt his back .
Boyfriend?,surprise,4,Boyfriend ?
I’m Joey.,neutral,6,I am Joey .
Kristen.,neutral,6,Kristen .
"Oh wow, what a beautiful name!  What is it again?",happiness,0,"Oh wow , what a beautiful name ! What is it again ?"
Got it!  So,neutral,6,Got it ! So
"So uh, do you live around here?",neutral,6,"So uh , do you live around here ?"
Right down there.,neutral,6,Right down there .
Hey listen.. let me give you a little tip.,neutral,6,Hey listen . . let me give you a little tip .
Do not take a nap on this stoop  or you can wake up with your shoes gone.,happiness,0,Do not take a nap on this stoop or you can wake up with your shoes gone .
I’ll remember that.,neutral,6,I’ll remember that .
"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",neutral,6,"Okay . Yeah . Listen would you uh , would you like to have dinner with me tonight ?"
"Oh I, I have plans tonight.",neutral,6,"Oh I , I have plans tonight ."
But how about tomorrow?,neutral,6,But how about tomorrow ?
"Sounds great! Okay, alright, well where does this go?",happiness,0,"Sounds great ! Okay , alright , well where does this go ?"
"You look strong, why don’t I take that and you grab one of the boxes.",neutral,6,"You look strong , why do not I take that and you grab one of the boxes ."
"Okay. Yeah.  Yeah, I’ll grab this one.",neutral,6,"Okay . Yeah . Yeah , I’ll grab this one ."
"Listen, um...",neutral,6,"Listen , um . . ."
": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'",neutral,6,": Yeah , um . . . You know you , you should just forget about what I said under the bridge , I was talkin'"
"That's right, I don't... But I was, I was drunk on you!",sadness,1,"That's right , I do not . . . But I was , I was drunk on you !"
"Okay, yeah, so it's not gonna work.",neutral,6,"Okay , yeah , so it is not gonna work ."
"If it was, would you stop hanging out with her?",neutral,6,"If it was , would you stop hanging out with her ?"
"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",anger,2,"Um , then yes , it is 'cause of Phoebe ! So , you know , it is either her or me ."
"You know...  You're gonna be really, really hard to get over.",sadness,1,"You know . . . You are gonna be really , really hard to get over ."
"By the way, the week before your wedding you may not see a lot of me.",neutral,6,"By the way , the week before your wedding you may not see a lot of me ."
"Oh, hello liar.",anger,2,"Oh , hello liar ."
"Look, I-I’m really sorry I let go of the bike.",sadness,1,"Look , I-I am really sorry I let go of the bike ."
I could’ve been killed I hope you know!,anger,2,I could’ve been killed I hope you know !
"I know. I know. But, can we please try it again? Huh? I mean, you were",sadness,1,"I know . I know . But , can we please try it again ? Huh ? I mean , you were"
"Well, I would love to but…the bike got stolen and the police have no suspects.",happiness,0,"Well , I would love to but…the bike got stolen and the police have no suspects ."
Phoebe.,neutral,6,Phoebe .
What?!  What the hell?!,anger,2,What ? ! What the hell ? !
"All right, y’know what?",anger,2,"All right , you know what ?"
"If you are not going to learn how to ride this bike then I’m sorry, I’m just gonna have to take it back.",anger,2,"If you are not going to learn how to ride this bike then I am sorry , I am just gonna have to take it back ."
What?! Why?!,surprise,4,What ? ! Why ? !
"Because! Because, it-it-it’s… It’d be like you having this guitar  and-and never playing it. Okay, this guitar",anger,2,"Because ! Because , it-it-it’s… It’d be like you having this guitar and-and never playing it . Okay , this guitar"
"All right. If you care enough to make up that load of crap, okay.",anger,2,"All right . If you care enough to make up that load of crap , okay ."
Great! Great!  You’re making the bike very happy.,happiness,0,Great ! Great ! You are making the bike very happy .
Okay Ross!  Please don’t die!,anger,2,Okay Ross ! Please do not die !
How could you have kept all of this from me?,fear,3,How could you have kept all of this from me ?
"I was going to tell you, but",neutral,6,"I was going to tell you , but"
But what?! You figured you’d get what you wanted and then dump her like you dumped Rachel!,anger,2,But what ? ! You figured you’d get what you wanted and then dump her like you dumped Rachel !
Hey! I did not dump Rachel!  Nor are we still together.  Can I just…  Why don’t we just let the machine get that?,anger,2,Hey ! I did not dump Rachel ! Nor are we still together . Can I just… Why do not we just let the machine get that ?
Hey Ross. It’s Joey. There’s a hooker over here and we thought maybe you’d know something about it.,neutral,6,Hey Ross . It is Joey . There’s a hooker over here and we thought maybe you’d know something about it .
"No! No! No! No! No! I-I-I-I—I need to, I need to lie down.",neutral,6,"No ! No ! No ! No ! No ! I-I-I-I—I need to , I need to lie down ."
Everything on your application looks really good—Ohh!,happiness,0,Everything on your application looks really good—Ohh !
"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",anger,2,"Just one last question umm , are you and your friends gonna be over here all the time like partying and hanging out ?"
"Oh don’t worry, I’m not really a party girl.",neutral,6,"Oh do not worry , I am not really a party girl ."
"Whoa!! Now look, don’t be just blurtin’ stuff out. I want you to really think about your answers. Okay?",happiness,0,"Whoa ! ! Now look , do not be just blurtin’ stuff out . I want you to really think about your answers . Okay ?"
You can call off the roommate search!  Hi! I’ll be living here.,happiness,0,You can call off the roommate search ! Hi ! I’ll be living here .
"Oh don’t listen to him, he’s just some guy who really wants the apartment, but I don’t think he’s gonna get it.",sadness,1,"Oh do not listen to him , he’s just some guy who really wants the apartment , but I do not think he’s gonna get it ."
Why did you take the shower curtain down?,surprise,4,Why did you take the shower curtain down ?
That thing was a hazard!  I’m very safety conscious.,fear,3,That thing was a hazard ! I am very safety conscious .
"Hey man, how did the audition go?",neutral,6,"Hey man , how did the audition go ?"
Estelle said I didn't get it.,sadness,1,Estelle said I didn't get it .
What?! Why? Joey you were so ready for it!,surprise,4,What ? ! Why ? Joey you were so ready for it !
"Yeah, I thought so too but, she said the casting people had some problems with me.",happiness,0,"Yeah , I thought so too but , she said the casting people had some problems with me ."
"For all I know, she’s trying to find me but couldn’t because I kept moving around.",neutral,6,"For all I know , she’s trying to find me but couldn’t because I kept moving around ."
"No, from now on, I’m staying in one place.",neutral,6,"No , from now on , I am staying in one place ."
Right here.,neutral,6,Right here .
"Well, it’s getting late.",neutral,6,"Well , it is getting late ."
"Yeah, we’re gonna go.",neutral,6,"Yeah , we are gonna go ."
"Actually, do you guys mind staying here for a while?",neutral,6,"Actually , do you guys mind staying here for a while ?"
"Ugh, y’know, umm we gotta get up early and catch that plane for New York.",neutral,6,"Ugh , you know , umm we gotta get up early and catch that plane for New York ."
"Yeah, it’s a very large plane.",neutral,6,"Yeah , it is a very large plane ."
That’s cool.,neutral,6,That’s cool .
"But, we’ll stay here with you.",neutral,6,"But , we’ll stay here with you ."
"Thanks guys!  I really appreciate this, y’know, but you don’t have to rub my butt.",happiness,0,"Thanks guys ! I really appreciate this , you know , but you do not have to rub my butt ."
"Hey, Mel Gibson and Clint Eastwood.",surprise,4,"Hey , Mel Gibson and Clint Eastwood ."
They’re not a couple!,surprise,4,They are not a couple !
"Oh-okay, I get the game now.",neutral,6,"Oh-okay , I get the game now ."
"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",neutral,6,"Okay look , look , let me ask you a question , when they were doing it on stage , was it like really hot ?"
Oh yeah!,happiness,0,Oh yeah !
"Well okay, so then you’re fine.",neutral,6,"Well okay , so then you are fine ."
The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,neutral,6,The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone .
So as long as it’s hot onstage you got nothing to worry about.,neutral,6,So as long as it is hot onstage you got nothing to worry about .
"It’s when the heat goes away, that’s when you’re in trouble.",neutral,6,"It is when the heat goes away , that’s when you are in trouble ."
"Look, you guys have been to every play I’ve ever been in, have I ever had chemistry on stage?",neutral,6,"Look , you guys have been to every play I’ve ever been in , have I ever had chemistry on stage ?"
Noooo!!,neutral,6,Noooo ! !
"Ursula!  Wait! Err-err, it’s me! Phoebe!",surprise,4,"Ursula ! Wait ! Err-err , it is me ! Phoebe !"
"Oh, I thought there was a mirror there. Okay, bye-bye.",neutral,6,"Oh , I thought there was a mirror there . Okay , bye-bye ."
"Wait a second! So, what’s new with you?",surprise,4,"Wait a second ! So , what’s new with you ?"
"Umm, nothing. I mean, I’m getting married next week.",neutral,6,"Umm , nothing . I mean , I am getting married next week ."
And your breasts! Hmm!!!,surprise,4,And your breasts ! Hmm ! ! !
"Umm look, you’re coming on a little strong.",fear,3,"Umm look , you are coming on a little strong ."
"But I’m going to give you the benefit of the doubt, because it seems the universe really wants to be together.",neutral,6,"But I am going to give you the benefit of the doubt , because it seems the universe really wants to be together ."
"So, why don’t we just start over okay?",neutral,6,"So , why do not we just start over okay ?"
And you can just tell me about yourself.,neutral,6,And you can just tell me about yourself .
"I write erotic novels, for children.",neutral,6,"I write erotic novels , for children ."
They’re wildly unpopular.,neutral,6,They are wildly unpopular .
"Oh also, you might be interested to know that I have a Ph.D.",neutral,6,"Oh also , you might be interested to know that I have a Ph . D ."
Wow! You do?,surprise,4,Wow ! You do ?
"Yeah,  a Pretty Huge",happiness,0,"Yeah , a Pretty Huge"
"So, uh, how's she doing?",sadness,1,"So , uh , how's she doing ?"
The doctor says it's a matter of hours.,sadness,1,The doctor says it is a matter of hours .
"How-how are you, Mom?",sadness,1,"How-how are you , Mom ?"
"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",anger,2,"Me ? I am fine , fine . I am glad you are here . . . . What's with your hair ?"
What's different?,surprise,4,What's different ?
"Oh, maybe that's it.",neutral,6,"Oh , maybe that's it ."
"She is unbelievable, our mother is...",anger,2,"She is unbelievable , our mother is . . ."
"Okay, relax, relax.",neutral,6,"Okay , relax , relax ."
"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",neutral,6,"We are gonna be here for a while , it looks like , and we still have boyfriends and your career to cover ."
The fuzzy little mints at the bottom of her purse.,neutral,6,The fuzzy little mints at the bottom of her purse .
"...Yeah, they were gross.",disgust,5,". . . Yeah , they were gross ."
"Oh, you know what I loved?",happiness,0,"Oh , you know what I loved ?"
Her Sweet 'n' Los.,happiness,0,Her Sweet 'n' Los .
How she was always stealing them from- from restaurants.,happiness,0,How she was always stealing them from- from restaurants .
"Not just restaurants, from our house.",neutral,6,"Not just restaurants , from our house ."
You can't!,surprise,4,You can't !
Why?  Seriously I did not understand a word that    you said.,surprise,4,Why ? Seriously I did not understand a word that you said .
In the hall.,neutral,6,In the hall .
"Now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping.",neutral,6,"Now , y'see , most people , when their pets pass on , they want 'em sorta laid out like they are sleeping ."
But occasionally you get your person who wants them in a pose.,neutral,6,But occasionally you get your person who wants them in a pose .
"Like, chasing their tail,  or, uh, jumping to catch a frisbee.",neutral,6,"Like , chasing their tail , or , uh , jumping to catch a frisbee ."
"Joey, if I go first, I wanna be looking for my keys.",neutral,6,"Joey , if I go first , I wanna be looking for my keys ."
That's a good one!,happiness,0,That's a good one !
"Hey, Joe.",neutral,6,"Hey , Joe ."
"Dad, Ronni's here.",neutral,6,"Dad , Ronni's here ."
"So now, these are all the tuxedos that we make and if there’s anything that you like, we can make you a deal.",neutral,6,"So now , these are all the tuxedos that we make and if there’s anything that you like , we can make you a deal ."
Anything at all.,neutral,6,Anything at all .
But these are the three that Monica pre-approved.,neutral,6,But these are the three that Monica pre-approved .
"Well, thanks a lot for hookin’ me up Rach. I want you to know that I want you to attend our wedding as my guest.",happiness,0,"Well , thanks a lot for hookin’ me up Rach . I want you to know that I want you to attend our wedding as my guest ."
I’m Monica’s maid of honor. Okay? Don’t try to blue pin me!,anger,2,I am Monica’s maid of honor . Okay ? Do not try to blue pin me !
"Oh here, I think this is us.  Yeah.",neutral,6,"Oh here , I think this is us . Yeah ."
Limited seating my ass. Let’s see who made the cut.  Hi!,anger,2,Limited seating my ass . Let us see who made the cut . Hi !
I’m Monica Gellar. Who do you know the bride and groom?,neutral,6,I am Monica Gellar . Who do you know the bride and groom ?
Used to work with her. Used to! I’m a relative and I didn’t get invited! A,anger,2,Used to work with her . Used to ! I am a relative and I didn’t get invited ! A
"Stop saying, ""Blood"" to strangers.",sadness,1,"Stop saying , ""Blood"" to strangers ."
"So, how about you huh? How do you know the happy couple?",happiness,0,"So , how about you huh ? How do you know the happy couple ?"
"Okay, you’re fine.",neutral,6,"Okay , you are fine ."
"Monica, why have you brought me here of all places?!",surprise,4,"Monica , why have you brought me here of all places ? !"
"I tell you, this wedding is not going to happen.",happiness,0,"I tell you , this wedding is not going to happen ."
"Okay? But-but imagine a lot more lights, okay? And-and y’know fewer bricks, and-and-and flowers, and candles",neutral,6,"Okay ? But-but imagine a lot more lights , okay ? And-and you know fewer bricks , and-and-and flowers , and candles"
"And the musicians, look, they can go over here , okay? And the chairs can face this way , and…  You go.",neutral,6,"And the musicians , look , they can go over here , okay ? And the chairs can face this way , and… You go ."
"But-but, if you don’t love this, we’ll do it in any other place at any other time.",neutral,6,"But-but , if you do not love this , we’ll do it in any other place at any other time ."
"Really, it’s fine, whatever you want.",neutral,6,"Really , it is fine , whatever you want ."
It’s perfect.,happiness,0,It is perfect .
"And, I don’t know, if it starts to rain",happiness,0,"And , I do not know , if it starts to rain"
Well then we’ll get wet.,anger,2,Well then we’ll get wet .
Ohh. And I don’t even have a date.,sadness,1,Ohh . And I do not even have a date .
Coming.,neutral,6,Coming .
I have a bone to pick with you.,anger,2,I have a bone to pick with you .
Yes! Ben learned a little trick.,anger,2,Yes ! Ben learned a little trick .
Oh yeah? Did he pull the old,surprise,4,Oh yeah ? Did he pull the old
That’s right! That’s right!,happiness,0,That’s right ! That’s right !
Oh that.,neutral,6,Oh that .
Yeah that! You know I hate practical jokes! They’re mean and they’re stupid and-and I don’t want my son learning them!,anger,2,Yeah that ! You know I hate practical jokes ! They are mean and they are stupid and-and I do not want my son learning them !
Y’know what? It doesn’t matter! Because it is not true!,anger,2,You know what ? It doesn’t matter ! Because it is not true !
"And if it were true, how",neutral,6,"And if it were true , how"
Ms. Monroe…  Oh there you go.,neutral,6,Ms . Monroe… Oh there you go .
Mark's a genius!,surprise,4,Mark's a genius !
Why?! How?! How is he a genius?,surprise,4,Why ? ! How ? ! How is he a genius ?
"Look, don't you see what's happening here.",anger,2,"Look , do not you see what's happening here ."
"Instead of hitting on her right away, he's becoming her confidant.",anger,2,"Instead of hitting on her right away , he's becoming her confidant ."
Now he's gonna be the guy she goes too to complain about you.,neutral,6,Now he's gonna be the guy she goes too to complain about you .
"Well, why don't you send her a musical bug, op, no you already did that.",neutral,6,"Well , why do not you send her a musical bug , op , no you already did that ."
"All right look, you're going to have to go there yourself now, okay, make a few surprise visits.",neutral,6,"All right look , you are going to have to go there yourself now , okay , make a few surprise visits ."
I don't know you guys.,fear,3,I do not know you guys .
"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",disgust,5,"All right fine , do not do anything , just sit here and talk to us , meanwhile she is talking to him about you ."
"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",disgust,5,"And he's being Mr . Joe Sensitive , and she starts thinking 'Maybe this is the guy for me , because he understands me . '"
"And before you know it, she's with him.",anger,2,"And before you know it , she's with him ."
"And you'll be all, 'Ohh, man!'",anger,2,"And you will be all , 'Ohh , man ! '"
"And he'll be all, 'Yes!'",anger,2,"And he'll be all , 'Yes ! '"
"And us, we'll be like, 'Wh-whoa, dude.'",happiness,0,"And us , we'll be like , 'Wh-whoa , dude . '"
"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",disgust,5,"And pretty soon you will be like , 'Hhiii , ' and , and , and , 'I can't go , Rachel and Mark might be there . '"
"And we'll be like, 'Man get over it, it's been four years!!'",disgust,5,"And we'll be like , 'Man get over it , it is been four years ! ! '"
He paints quite a picture doesn't he?,neutral,6,He paints quite a picture doesn't he ?
"This is what I’ve got going for the party so far, liquor wise. Get a lot of liquor.",neutral,6,"This is what I’ve got going for the party so far , liquor wise . Get a lot of liquor ."
Great. Great.,neutral,6,Great . Great .
"Okay, now uh, in terms of the invite list, I’ve got you, me, and Chandler and I’m gonna invite Gunther ‘cause, well, we’ve been talking about this pretty loud.",neutral,6,"Okay , now uh , in terms of the invite list , I’ve got you , me , and Chandler and I am gonna invite Gunther ‘cause , well , we’ve been talking about this pretty loud ."
I’ll be there.,neutral,6,I’ll be there .
"Listen, I know this is your party, but I’d really like to the number of museum geeks that are gonna be there.",neutral,6,"Listen , I know this is your party , but I’d really like to the number of museum geeks that are gonna be there ."
"Yeah. Tell ya what, let’s not invite any of the anthropologists, only the dinosaur dudes!",neutral,6,"Yeah . Tell ya what , let us not invite any of the anthropologists , only the dinosaur dudes !"
Okay! We’ll need a six-pack of,neutral,6,Okay ! We’ll need a six-pack of
"Hey guys, what are you doing?",neutral,6,"Hey guys , what are you doing ?"
"Hey, y’know what, if you’re gonna do that, if you’re gonna name him Joey, you should name him Chandler.",neutral,6,"Hey , you know what , if you are gonna do that , if you are gonna name him Joey , you should name him Chandler ."
"Chandler’s funny, sophisticated, and he’s very loveable, once you get to know him.",neutral,6,"Chandler’s funny , sophisticated , and he’s very loveable , once you get to know him ."
"Oh well, hey, Joey’s loveable too! But the thing about Joey is, if you need him, he’ll be there.",neutral,6,"Oh well , hey , Joey’s loveable too ! But the thing about Joey is , if you need him , he’ll be there ."
"Well, Chandler will be there for you too.",neutral,6,"Well , Chandler will be there for you too ."
"I mean, well, he might be a little late, but-but, he’ll be there.",neutral,6,"I mean , well , he might be a little late , but-but , he’ll be there ."
"And he’ll bring you some cold soda, if want you need him for is that you’re really hot.",neutral,6,"And he’ll bring you some cold soda , if want you need him for is that you are really hot ."
What do ya say? What do ya say?,neutral,6,What do ya say ? What do ya say ?
"Well, I, I like the idea of naming him after someone I love, and Joey and Chandler are great names.",neutral,6,"Well , I , I like the idea of naming him after someone I love , and Joey and Chandler are great names ."
"But, all right, I don’t—maybe I’ll just name him The Hulk.",neutral,6,"But , all right , I don’t—maybe I’ll just name him The Hulk ."
I knew I shouldn’t have mentioned it! That’s what I wanted to name my kid!,sadness,1,I knew I shouldn’t have mentioned it ! That’s what I wanted to name my kid !
"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",sadness,1,"What that Rachel did to her life . . . . We ran into her parents at the club , they were not playing very well ."
I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,surprise,4,I am not gonna tell you what they spent on that wedding . . . but forty thousand dollars is a lot of money !
"Well, at least she had the chance to leave a man at the altar...",happiness,0,"Well , at least she had the chance to leave a man at the altar . . ."
What's that supposed to mean?,surprise,4,What's that supposed to mean ?
Nothing! It's an expression.,neutral,6,Nothing ! It is an expression .
No it's not.,neutral,6,No it is not .
Don't listen to your mother.,neutral,6,Do not listen to your mother .
"You're independent, and you always have been!",neutral,6,"You are independent , and you always have been !"
"Even when you were a kid... and you were chubby, and you had no friends, you were just fine!",neutral,6,"Even when you were a kid . . . and you were chubby , and you had no friends , you were just fine !"
"And you would read alone in your room, and your puzzles...",neutral,6,"And you would read alone in your room , and your puzzles . . ."
PBS Telethon.,neutral,6,PBS Telethon .
"$200? Are you sure Pheebs? I mean, after what",surprise,4,"$200 ? Are you sure Pheebs ? I mean , after what"
