text,emotion,emotion_code,processed_text
Shrill?! The wedding is back on!,anger,2,Shrill ? ! The wedding is back on !
More than jewelry.,neutral,6,More than jewelry .
"Noo!  Oh, it’s okay, it’s okay, baby, baby, baby.",fear,3,"Noo ! Oh , it is okay , it is okay , baby , baby , baby ."
"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.",disgust,5,"Yes , on a scale from 1 to 10 , 10 being the dumbest a person can look , you are definitely 19 ."
"Oh, actually I sorta have plans.",neutral,6,"Oh , actually I sorta have plans ."
Somebody seems to be missing being the hostess.,neutral,6,Somebody seems to be missing being the hostess .
I’m the lead in Mac and C.H.E.E.S.E.!!,anger,2,I am the lead in Mac and C . H . E . E . S . E . ! !
Hey Monica!,happiness,0,Hey Monica !
"Okay. Okay. All right. Help! Am I a Mark, or a John?",neutral,6,"Okay . Okay . All right . Help ! Am I a Mark , or a John ?"
You’re welcome.  I’m sorry. Did I hurt you?,fear,3,You are welcome . I am sorry . Did I hurt you ?
"Y'know, this kind of co-dependant, emotionally stunted, sitting in your stupid coffee house with your stupid big cups which, I'm sorry, might as well have nipples on them, and you're like all 'Oh, define me!",anger,2,"Y'know , this kind of co-dependant , emotionally stunted , sitting in your stupid coffee house with your stupid big cups which , I am sorry , might as well have nipples on them , and you are like all 'Oh , define me !"
You can't be a lawyer. You're eight.,surprise,4,You can't be a lawyer . You are eight .
But what?! You figured you’d get what you wanted and then dump her like you dumped Rachel!,anger,2,But what ? ! You figured you’d get what you wanted and then dump her like you dumped Rachel !
"Yeah, we're better off without them.",anger,2,"Yeah , we're better off without them ."
"Oh.  Wow!  Huh.  Boy!  Well, someone’s been doing their homework.",surprise,4,"Oh . Wow ! Huh . Boy ! Well , someone’s been doing their homework ."
Y'know we could clap our hands together people will love it!,happiness,0,Y'know we could clap our hands together people will love it !
"Yeah, most of the damage is pretty mostly contained in the bedrooms.",sadness,1,"Yeah , most of the damage is pretty mostly contained in the bedrooms ."
Yeah—No!!,disgust,5,Yeah—No ! !
"I’m sorry, for the last time, why aren’t you two together again?",neutral,6,"I am sorry , for the last time , why aren’t you two together again ?"
Oh hey!,surprise,4,Oh hey !
"Chandler! It happens to lots of guys! You-you-you were probably tired, you had a lot of champagne, don’t worry about it!",sadness,1,"Chandler ! It happens to lots of guys ! You-you-you were probably tired , you had a lot of champagne , do not worry about it !"
"Phoebe, what? Umm...what?!",surprise,4,"Phoebe , what ? Umm . . . what ? !"
"Um, the matador.  Ole, ha ha ha.",happiness,0,"Um , the matador . Ole , ha ha ha ."
But the audition’s in a couple hours and I don’t even understand the game.,fear,3,But the audition’s in a couple hours and I do not even understand the game .
"Ten centimeters, you’re about to become a mom.",neutral,6,"Ten centimeters , you are about to become a mom ."
"You know, I, you know, can't do this.",fear,3,"You know , I , you know , can't do this ."
"Yeah, I couldn't be mad at him for too long.",neutral,6,"Yeah , I couldn't be mad at him for too long ."
I’ve said it! Okay?! But it’s over Joey!,anger,2,I’ve said it ! Okay ? ! But it is over Joey !
"Oh, that's good. Maybe he'll hear you and pull the cord.",anger,2,"Oh , that's good . Maybe he'll hear you and pull the cord ."
"Sur-surprise him? We're not, we're not gonna make anybody mad are we?",fear,3,"Sur-surprise him ? We're not , we're not gonna make anybody mad are we ?"
"Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.",neutral,6,"Maybe , before the game we could enjoy some eight year old some small batch Basel Hadens ."
"Nothing! Phoebe kinda made a mistake. But y’know you do wear that sweater a lot, are you involved in some kind of dare?",fear,3,"Nothing ! Phoebe kinda made a mistake . But you know you do wear that sweater a lot , are you involved in some kind of dare ?"
Mr. Heckles.,neutral,6,Mr . Heckles .
"I’m sorry, I wa, I wa, I was just ah....",fear,3,"I am sorry , I wa , I wa , I was just ah . . . ."
Oooh it’s getting close!,happiness,0,Oooh it is getting close !
"Oh, hey, don't do that! Cut it out!",anger,2,"Oh , hey , do not do that ! Cut it out !"
"Leslie, now would be a",sadness,1,"Leslie , now would be a"
Just coffee! Where are we gonna hang out now?,disgust,5,Just coffee ! Where are we gonna hang out now ?
"Yeah, y'know what, there are other fish in the sea.",neutral,6,"Yeah , y'know what , there are other fish in the sea ."
"Okay, but wouldn’t it be easier if you had to tell me something that you could tell me.",neutral,6,"Okay , but wouldn’t it be easier if you had to tell me something that you could tell me ."
"Ross, let me show you where the guest room is.",neutral,6,"Ross , let me show you where the guest room is ."
The nerve huh?,disgust,5,The nerve huh ?
"And to go from that to this, I just… Plus, I’d have to wait on all my friends.",sadness,1,"And to go from that to this , I just… Plus , I’d have to wait on all my friends ."
"Oh, I don’t know.",fear,3,"Oh , I do not know ."
Wait-wait-wait-wait-wait-wait-wait-wait!!,fear,3,Wait-wait-wait-wait-wait-wait-wait-wait ! !
"Like you, I don’t even know where you work?",surprise,4,"Like you , I do not even know where you work ?"
"Oh yeah, now everybody wants to be under this hat!",happiness,0,"Oh yeah , now everybody wants to be under this hat !"
we talked through most of the night and we realized that the reason we were so angry at each other was because there are still feelings there. So,sadness,1,we talked through most of the night and we realized that the reason we were so angry at each other was because there are still feelings there . So
"Yeah, I’m gonna go to a doctor who went to school in a mini-mall.",disgust,5,"Yeah , I am gonna go to a doctor who went to school in a mini-mall ."
"Oh, ew!",disgust,5,"Oh , ew !"
"Well, like father, like son.",neutral,6,"Well , like father , like son ."
I feel violated. And not in a good way.,disgust,5,I feel violated . And not in a good way .
"Oh! Oh, I think I’m gonna throw up a little bit. What did you say?",disgust,5,"Oh ! Oh , I think I am gonna throw up a little bit . What did you say ?"
It’s really classy!,happiness,0,It is really classy !
"Okay, good, good, good, ‘cause, good, ‘cause I was kinda having second thoughts too.",fear,3,"Okay , good , good , good , ‘cause , good , ‘cause I was kinda having second thoughts too ."
But they're not here yet!,fear,3,But they are not here yet !
Did you just make that up?,surprise,4,Did you just make that up ?
That my friend is D-Cup.,neutral,6,That my friend is D-Cup .
But I'm told for fifty pesos you can buy a    human spleen.,neutral,6,But I am told for fifty pesos you can buy a human spleen .
I’m not getting into this again!,anger,2,I am not getting into this again !
May I see it?,neutral,6,May I see it ?
The chef!,happiness,0,The chef !
I know! I know! And he totally freaked out and I can’t find him anywhere!,fear,3,I know ! I know ! And he totally freaked out and I cannot find him anywhere !
My surprise party!,happiness,0,My surprise party !
"Yeah. She—Well, she’s one crazy lady?",surprise,4,"Yeah . She—Well , she’s one crazy lady ?"
I couldn’t do it.,sadness,1,I couldn’t do it .
You stole them from me!!,anger,2,You stole them from me ! !
Wow! Spinning that sounds like fun.,happiness,0,Wow ! Spinning that sounds like fun .
"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",disgust,5,"And he's being Mr . Joe Sensitive , and she starts thinking 'Maybe this is the guy for me , because he understands me . '"
It’s still——It’s got a tail! Get it out of here! Get it out of here!!,fear,3,It is still——It is got a tail ! Get it out of here ! Get it out of here ! !
May I come in?,neutral,6,May I come in ?
"Knowing I'll never hold you in my arms again,    or touch your skin, or feel your lips, knowing I'll never make love to you?",sadness,1,"Knowing I'll never hold you in my arms again , or touch your skin , or feel your lips , knowing I'll never make love to you ?"
"Yes, and she's very supportive.",neutral,6,"Yes , and she's very supportive ."
Don’t care what people say.,happiness,0,Do not care what people say .
"Well, just until we find an energy source to replace fuel.",neutral,6,"Well , just until we find an energy source to replace fuel ."
"Joey come—I can’t believe—I bring you here to see the Bapstein-King comet, one of nature’s most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!",anger,2,"Joey come—I cannot believe—I bring you here to see the Bapstein-King comet , one of nature’s most spectacular phenomenon , and all you care about are bugs stuck in tar and-and some woman !"
She is not…  She’s gay. Oh my God. She is,anger,2,She is not… She’s gay . Oh my God . She is
I love that idea!,happiness,0,I love that idea !
I’m funny?,surprise,4,I am funny ?
Wow! This looks great!,happiness,0,Wow ! This looks great !
"See, there you go, the cleansing works!",happiness,0,"See , there you go , the cleansing works !"
"I'm only 26, I'm not even thinking about babies yet.",anger,2,"I am only 26 , I am not even thinking about babies yet ."
“Good-bye Phoebe and Ursula. I’ll miss you. P.S. Your Mom lives in Montauk.” You just wrote this!,sadness,1,“Good-bye Phoebe and Ursula . I’ll miss you . P . S . Your Mom lives in Montauk . ” You just wrote this !
"Hey, I was doin' great before I found out about you. You think it's easy for me to see you with Julie?",anger,2,"Hey , I was doin' great before I found out about you . You think it is easy for me to see you with Julie ?"
No-o-o!!,fear,3,No-o-o ! !
Hey! How you doin’?,neutral,6,Hey ! How you doin’ ?
Tequila!!,happiness,0,Tequila ! !
"Noo, I y'know I don't see why she has to play with you, that's all.",anger,2,"Noo , I y'know I do not see why she has to play with you , that's all ."
Ewww. Yeah. Umm. I think I’m gonna stay here.,disgust,5,Ewww . Yeah . Umm . I think I am gonna stay here .
You’ll see!!,anger,2,You will see ! !
"Oh right, that Rachel chick from the coffee place.",neutral,6,"Oh right , that Rachel chick from the coffee place ."
I can't believe that Ross is gone. It is just so sad.,sadness,1,I can't believe that Ross is gone . It is just so sad .
What?  Ow!,surprise,4,What ? Ow !
Hey!-Hey! What’s going on?,surprise,4,Hey ! -Hey ! What’s going on ?
"Stop with the broom, we're not making noise.",neutral,6,"Stop with the broom , we're not making noise ."
Well why not? So you can spend your time with this tramp?!,anger,2,Well why not ? So you can spend your time with this tramp ? !
No-no-no-no! That was the joke!,surprise,4,No-no-no-no ! That was the joke !
"Well let’s see, there was the guy with the ferrets, that’s plural.",disgust,5,"Well let us see , there was the guy with the ferrets , that’s plural ."
They published my paper.,happiness,0,They published my paper .
"Uhh, are you saying that you're not entirely happy about this?",surprise,4,"Uhh , are you saying that you are not entirely happy about this ?"
"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",fear,3,"Maybe they can take the needle and thquirt it into my mouth , you know , like a thquirt gun ."
"Uh-oh, I feel another one coming.",fear,3,"Uh-oh , I feel another one coming ."
They’re not true?,fear,3,They are not true ?
Like me tiny doctor!’,anger,2,Like me tiny doctor ! ’
"We really weren’t great at being guys, but you know why?",sadness,1,"We really weren’t great at being guys , but you know why ?"
"No-no-no-no-no,  I'm not fallin' for that again.",anger,2,"No-no-no-no-no , I am not fallin' for that again ."
Joe?,fear,3,Joe ?
"So, rocks.",disgust,5,"So , rocks ."
"What, now?",surprise,4,"What , now ?"
It’s too late!,anger,2,It is too late !
I haven’t seen it yet!,neutral,6,I haven’t seen it yet !
"Can we please focus here, a naked man’s life hangs in the balance!",fear,3,"Can we please focus here , a naked man’s life hangs in the balance !"
"Hey uh, I don’t mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",fear,3,"Hey uh , I do not mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go ?"
What the hell?s a matter with you?,disgust,5,What the hell ? s a matter with you ?
"Well, hello, Mr. Rachel!",happiness,0,"Well , hello , Mr . Rachel !"
Straight up over your head!,anger,2,Straight up over your head !
"Well, I-I said yes.",fear,3,"Well , I-I said yes ."
"If we broke up, and I lost you...",fear,3,"If we broke up , and I lost you . . ."
"Oh, she’s like umm…oh…who’s that kind of annoying girl soccer player?",happiness,0,"Oh , she’s like umm…oh…who’s that kind of annoying girl soccer player ?"
"What? Whoa, whoa whoa whoa, what do you mean,",surprise,4,"What ? Whoa , whoa whoa whoa , what do you mean ,"
Would you please go?,happiness,0,Would you please go ?
"Alright, alright, alright.",neutral,6,"Alright , alright , alright ."
I just saw Danny getting on the subway with a girl and he had his arm around her.,sadness,1,I just saw Danny getting on the subway with a girl and he had his arm around her .
"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?",neutral,6,"Remember when you were a little kid , I used to take you to the navy yard and show you the big ships ?"
"Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",neutral,6,"Oh , oooh . I am sorry . You are not allowed on the jetway unless you have a boarding pass ."
"All right, fine, fine, fine, fine, fine, we've got to do something about our little situation here Joey.",anger,2,"All right , fine , fine , fine , fine , fine , we've got to do something about our little situation here Joey ."
And how none of it matters when the people really love each other.,neutral,6,And how none of it matters when the people really love each other .
Does it bug you?,sadness,1,Does it bug you ?
"Yeah, no one talks like that!",anger,2,"Yeah , no one talks like that !"
"I-I really do, I like you a lot.",fear,3,"I-I really do , I like you a lot ."
"Hey, buddy, what's up!",happiness,0,"Hey , buddy , what's up !"
"No! I do not care what my hormones are doing, I am not going to just do it with some random guy!",disgust,5,"No ! I do not care what my hormones are doing , I am not going to just do it with some random guy !"
Do I Rach?,sadness,1,Do I Rach ?
So Rach!,happiness,0,So Rach !
"Oh, what are you going to do, follow me down there?",anger,2,"Oh , what are you going to do , follow me down there ?"
Will you marry me?,fear,3,Will you marry me ?
"Look, we’ve been together.",sadness,1,"Look , we’ve been together ."
What the hell is in there?,surprise,4,What the hell is in there ?
Chandler sucks! He couldn’t have gotten this good!,surprise,4,Chandler sucks ! He couldn’t have gotten this good !
You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,disgust,5,You slept with somebody three hours after you thought you broke up . I mean bullets have left guns slower !
That I was not expecting.,surprise,4,That I was not expecting .
"Look I never should have kissed your girlfriend, but I’m",fear,3,"Look I never should have kissed your girlfriend , but I’m"
"Ross, where did you get this?!",surprise,4,"Ross , where did you get this ? !"
"I know! And I’m just getting out of a marriage, I mean talk about meant to be!",fear,3,"I know ! And I am just getting out of a marriage , I mean talk about meant to be !"
Terry already hired that girl over there.,sadness,1,Terry already hired that girl over there .
"Oh, she’s not home huh?",surprise,4,"Oh , she’s not home huh ?"
I’m sorry. I’m so sorry.,sadness,1,I am sorry . I am so sorry .
"So, rocks.",disgust,5,"So , rocks ."
"Oh, did you catch him?!",surprise,4,"Oh , did you catch him ? !"
I mean sex does not have to be a big deal!,anger,2,I mean sex does not have to be a big deal !
"Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.",disgust,5,"Oh yeah . If you ah , move your hamper , you see what color the tile used to be . Yeah ."
Ok! So let's move on to the Renaissance?,neutral,6,Ok ! So let us move on to the Renaissance ?
Then I’m gonna have to ask you to keep it down.,neutral,6,Then I am gonna have to ask you to keep it down .
"Ross, thank God.",happiness,0,"Ross , thank God ."
It was like months ago.,surprise,4,It was like months ago .
I haven't... I haven't even thought about the results yet...    I just assumed that everything was gonna be ok.,happiness,0,I haven't . . . I haven't even thought about the results yet . . . I just assumed that everything was gonna be ok .
Joey. Joey. Joey. Joey! Joey!!,anger,2,Joey . Joey . Joey . Joey ! Joey ! !
Do you realize I have a classroom full of students?,anger,2,Do you realize I have a classroom full of students ?
"Okay umm, the week after that?",happiness,0,"Okay umm , the week after that ?"
"Oh, I must’ve said that after you left.",neutral,6,"Oh , I must have said that after you left ."
"Excuse me, Doug?  Hey there sports fan!!",happiness,0,"Excuse me , Doug ? Hey there sports fan ! !"
It’s you that is backwards.,anger,2,It is you that is backwards .
"Oh, I took Larry there to eat but it was all violated. So we shut it down!",disgust,5,"Oh , I took Larry there to eat but it was all violated . So we shut it down !"
Because your all gonna make up fake specials and make me cook them like you did the other night?,anger,2,Because your all gonna make up fake specials and make me cook them like you did the other night ?
"I really, really enjoyed it. Very exotic.",happiness,0,"I really , really enjoyed it . Very exotic ."
"Ohh, get a room.",disgust,5,"Ohh , get a room ."
Go! Go! Go! Go! Go! Go! Go! Go! Go! Go!,fear,3,Go ! Go ! Go ! Go ! Go ! Go ! Go ! Go ! Go ! Go !
Yeah. What-what should I do?,fear,3,Yeah . What-what should I do ?
What?! They took mine to give to you!,surprise,4,What ? ! They took mine to give to you !
"Hey, y’know what, if you’re gonna do that, if you’re gonna name him Joey, you should name him Chandler.",neutral,6,"Hey , you know what , if you are gonna do that , if you are gonna name him Joey , you should name him Chandler ."
Ohh. And I don’t even have a date.,sadness,1,Ohh . And I do not even have a date .
"Oh, between you telling him that I wanted to have a fling and me putting out on the first date—oh, he’s so gonna get the wrong idea.",sadness,1,"Oh , between you telling him that I wanted to have a fling and me putting out on the first date—oh , he’s so gonna get the wrong idea ."
"Joey, this is sick, it's disgusting, it's, it's—not really true, is it?",disgust,5,"Joey , this is sick , it is disgusting , it is , it is—not really true , is it ?"
Plus it sounds really great.,neutral,6,Plus it sounds really great .
"Ohh, y'know I-I heard about what happened, that must have been just terrible for you, losing your mother that way.",sadness,1,"Ohh , y'know I-I heard about what happened , that must have been just terrible for you , losing your mother that way ."
"We heard about your pants, I'm so sorry.",sadness,1,"We heard about your pants , I am so sorry ."
"Yes, while I was in the chair!",sadness,1,"Yes , while I was in the chair !"
"Hey, y’know what?",surprise,4,"Hey , you know what ?"
"I just want to watch a little television. What is the big deal? Geez, relax mom.",sadness,1,"I just want to watch a little television . What is the big deal ? Geez , relax mom ."
Said what? Exactly.,fear,3,Said what ? Exactly .
"About a month ago this guy spent the night with Rachel, I didn’t see who it was but",disgust,5,"About a month ago this guy spent the night with Rachel , I didn’t see who it was but"
Let's go!,happiness,0,Let us go !
I found the picture!,anger,2,I found the picture !
Y'ever been in love?,neutral,6,Y'ever been in love ?
"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",fear,3,"Oh God . . . Okay . Alright . Alright . Okay . Ross , please do not hate me ."
"Wait-wait-wait, do you, do you think, maybe we shouldn’t invite her?",fear,3,"Wait-wait-wait , do you , do you think , maybe we shouldn’t invite her ?"
Are you really gonna do this?,fear,3,Are you really gonna do this ?
Yeah.  Maybe it’s for the best. You smell just like her.,sadness,1,Yeah . Maybe it is for the best . You smell just like her .
Oh. Ew! Ew! Ew! Ugh! Y’know what? This is too weird.,disgust,5,Oh . Ew ! Ew ! Ew ! Ugh ! You know what ? This is too weird .
"Okay, Ben, I won’t tell your daddy that you had ice cream for dinner, if you don’t tell about our little bonking incident.",fear,3,"Okay , Ben , I will not tell your daddy that you had ice cream for dinner , if you do not tell about our little bonking incident ."
I-I cannot spend another evening with that man.,disgust,5,I-I cannot spend another evening with that man .
"All right, call it in the air.",neutral,6,"All right , call it in the air ."
"Oh my—This is so embarrassing. Oh my God, I’m never gonna get massaged again!",fear,3,"Oh my—This is so embarrassing . Oh my God , I am never gonna get massaged again !"
"Yes. Yes, there is, they play on Sundays and Monday nights.",neutral,6,"Yes . Yes , there is , they play on Sundays and Monday nights ."
I can.,neutral,6,I can .
"Joey, why is your cable out?",sadness,1,"Joey , why is your cable out ?"
Brenda a bee!,fear,3,Brenda a bee !
What's with her?,disgust,5,What's with her ?
Yeah. He could row like a viking.,happiness,0,Yeah . He could row like a viking .
"Oh yeah, I definitely know her.",neutral,6,"Oh yeah , I definitely know her ."
Hey-hey! Stanley! Hey-hey! You're leading man is here! Let's get to work.,happiness,0,Hey-hey ! Stanley ! Hey-hey ! You are leading man is here ! Let us get to work .
Hi! And you're going into what grade?,surprise,4,Hi ! And you are going into what grade ?
"No. No, I don’t. Could you be a dear and go tell him?",sadness,1,"No . No , I do not . Could you be a dear and go tell him ?"
Well that’s a full cup!,surprise,4,Well that’s a full cup !
No! I would never do that! You-you're like my brother!,sadness,1,No ! I would never do that ! You-you are like my brother !
Oh God. I’m sorry about this.,sadness,1,Oh God . I am sorry about this .
"Okay Joey, first of all Kash Ford is not people. Second of all, what did he say when you told him I was pregnant?",anger,2,"Okay Joey , first of all Kash Ford is not people . Second of all , what did he say when you told him I was pregnant ?"
It tastes like feet!,disgust,5,It tastes like feet !
I couldn’t do it.,sadness,1,I couldn’t do it .
"And if, and if you don’t understand how important this is to me, well then, perhaps we shouldn’t get married at all!",anger,2,"And if , and if you do not understand how important this is to me , well then , perhaps we shouldn’t get married at all !"
Where does that leave me?,sadness,1,Where does that leave me ?
Oh thank God!,happiness,0,Oh thank God !
I know!!!,happiness,0,I know ! ! !
Or?,anger,2,Or ?
"One thing you gotta know, is that I will never forget you.",sadness,1,"One thing you gotta know , is that I will never forget you ."
You guys push it forward so Ross can drive out of his spot.,neutral,6,You guys push it forward so Ross can drive out of his spot .
"Please, help me out, for old times sake.",sadness,1,"Please , help me out , for old times sake ."
Don’t look honey. Change the channel! Change the channel!,disgust,5,Do not look honey . Change the channel ! Change the channel !
"That's fine, just don't bring it in my mouth.",disgust,5,"That's fine , just do not bring it in my mouth ."
"Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time.",sadness,1,"Oh , too soon , too schmoon . Face it honey , I am not letting you get away this time ."
"Oh that’s right. Well uh, would you be interested in seeing a Ukrainian film?",happiness,0,"Oh that’s right . Well uh , would you be interested in seeing a Ukrainian film ?"
They’re not true?,fear,3,They are not true ?
"Phoebe, you said it was urgent!",anger,2,"Phoebe , you said it was urgent !"
"Wendy, we had a deal!  Yeah, you promised! Wendy! Wendy! Wendy!",anger,2,"Wendy , we had a deal ! Yeah , you promised ! Wendy ! Wendy ! Wendy !"
"I-I, I have to tell you something.",fear,3,"I-I , I have to tell you something ."
"Ohh, well, this is just perfect!",anger,2,"Ohh , well , this is just perfect !"
What?! Why? Joey you were so ready for it!,surprise,4,What ? ! Why ? Joey you were so ready for it !
"Yeah, me too.",sadness,1,"Yeah , me too ."
"I don't know, I just kinda ran into him last night.",fear,3,"I do not know , I just kinda ran into him last night ."
Monica kinda trusted me with something and she shouldn’t have!,fear,3,Monica kinda trusted me with something and she shouldn’t have !
"I hear ya.  But! Unfortunately, my company is transferring me overseas!",disgust,5,"I hear ya . But ! Unfortunately , my company is transferring me overseas !"
We said six!,anger,2,We said six !
"Water breaking, what do you mean? What's that, water breaking?",surprise,4,"Water breaking , what do you mean ? What's that , water breaking ?"
"Aww, I don't want to see that!",disgust,5,"Aww , I do not want to see that !"
What? I didn't say anything.,surprise,4,What ? I didn't say anything .
But then I realized where would a mouse or a opossum get the money to make the phone call.,happiness,0,But then I realized where would a mouse or a opossum get the money to make the phone call .
You have no idea how loud they are!,disgust,5,You have no idea how loud they are !
"I mean, what am I gonna do without you?",sadness,1,"I mean , what am I gonna do without you ?"
"Oh, please!",disgust,5,"Oh , please !"
"Knock, knock, knock.",neutral,6,"Knock , knock , knock ."
Look at that!,surprise,4,Look at that !
"Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he’s-he’s called me up and asked me out.",surprise,4,"Back then , I thought that I would never , ever get the chance to go out with a Chip Matthews , and now he’s-he’s called me up and asked me out ."
"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",surprise,4,"Wow ! You realize that we've been throwing this ball , without dropping it , for like an hour ?"
That’s what makes it so easy for me to be 80% happy for Monica and Chandler!,happiness,0,That’s what makes it so easy for me to be 80% happy for Monica and Chandler !
Oh well. It probably would’ve been the most constructive solution.,neutral,6,Oh well . It probably would’ve been the most constructive solution .
"Now, I'm just letting you know that this is",neutral,6,"Now , I am just letting you know that this is"
"Thanks, Chandler.",neutral,6,"Thanks , Chandler ."
"So umm, tell me Rick, how umm, how did you injure the area.",surprise,4,"So umm , tell me Rick , how umm , how did you injure the area ."
"Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?",disgust,5,"Now , do not you hate it when you have to cut a tin can with an ordinary steak knife ?"
What is that?!,surprise,4,What is that ? !
Mr. major capades guy.,neutral,6,Mr . major capades guy .
I think I may be able to book,neutral,6,I think I may be able to book
"I guess I just figured that somewhere down the road, we would be on again.",sadness,1,"I guess I just figured that somewhere down the road , we would be on again ."
Just coffee! Where are we gonna hang out now?,disgust,5,Just coffee ! Where are we gonna hang out now ?
"Oh, I wouldn’t miss this.",happiness,0,"Oh , I wouldn’t miss this ."
"Wow, uh, anything else I should know?",surprise,4,"Wow , uh , anything else I should know ?"
"Please, right now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",fear,3,"Please , right now , no , every time I see him it is like ‘Is it on the lose ? ’ ‘Is it watching me ? ’"
You got porn!,happiness,0,You got porn !
It's so good I don't know what I've done to deserve it!,happiness,0,It is so good I do not know what I've done to deserve it !
"I mean, this is so cool!",happiness,0,"I mean , this is so cool !"
"One more chance Ursula, please?",sadness,1,"One more chance Ursula , please ?"
It made me nuts.,disgust,5,It made me nuts .
No-no wait-wait! I can’t just let you hang up! Just please talk to me.,fear,3,No-no wait-wait ! I cannot just let you hang up ! Just please talk to me .
Right here!,anger,2,Right here !
Looks like I was second to last.,surprise,4,Looks like I was second to last .
Yeah! You can hook it up to your TV,happiness,0,Yeah ! You can hook it up to your TV
I just saw Janice.,neutral,6,I just saw Janice .
Shielding your face and shrieking like a girl... is not a backhand.,disgust,5,Shielding your face and shrieking like a girl . . . is not a backhand .
I don't care if you    are my brother.,disgust,5,I do not care if you are my brother .
But it didn’t. Say hello to Mrs. Chatracus.,neutral,6,But it didn’t . Say hello to Mrs . Chatracus .
"He's uh, he's in a whole other place.",neutral,6,"He's uh , he's in a whole other place ."
You’re coming on to the entire room!  I’m Chandler.,anger,2,You are coming on to the entire room ! I am Chandler .
"So, does that mean the audition is off?",sadness,1,"So , does that mean the audition is off ?"
Uh-oh.,fear,3,Uh-oh .
Let’s go.,neutral,6,Let us go .
I can't believe you would say that!,sadness,1,I can't believe you would say that !
I always knew she liked him!,anger,2,I always knew she liked him !
Hey he's wearing a sweater.,surprise,4,Hey he's wearing a sweater .
"Well, y'know, possibly.  You didn’t tell him that, though? Right?",fear,3,"Well , y'know , possibly . You didn’t tell him that , though ? Right ?"
It-it would really help me out if you guys were here to make me look good.,sadness,1,It-it would really help me out if you guys were here to make me look good .
"Yeah, it was really hard.",sadness,1,"Yeah , it was really hard ."
"Yeah, I’ve always hated that Howie.",disgust,5,"Yeah , I’ve always hated that Howie ."
Why did I have to start working out again?,disgust,5,Why did I have to start working out again ?
Save it.,neutral,6,Save it .
I want him to have his uncle.,sadness,1,I want him to have his uncle .
No I'm not.,neutral,6,No I am not .
Uh Rach,neutral,6,Uh Rach
"Hi, Joey. Well well, look what you brought. Very nice.",happiness,0,"Hi , Joey . Well well , look what you brought . Very nice ."
How do you think she's doing?,neutral,6,How do you think she's doing ?
Lose the robe.,neutral,6,Lose the robe .
"No-no, it’s not okay!",sadness,1,"No-no , it is not okay !"
I’m an idiot.,disgust,5,I am an idiot .
It’s wrong.,disgust,5,It is wrong .
Monica! What,surprise,4,Monica ! What
"Oh, Ross you’re right, I don’t know why I always thought this was real grass.",sadness,1,"Oh , Ross you are right , I do not know why I always thought this was real grass ."
"Ok, that'll be great!",happiness,0,"Ok , that'll be great !"
Nice! One and a half carat easy.,happiness,0,Nice ! One and a half carat easy .
Uhhhh.... he's not even wearing a jockstrap!,surprise,4,Uhhhh . . . . he's not even wearing a jockstrap !
"Oh my God, Phoebe,",anger,2,"Oh my God , Phoebe ,"
Are you moving out?,neutral,6,Are you moving out ?
"Uh, hang out?! How long?",sadness,1,"Uh , hang out ? ! How long ?"
Such a pig!,disgust,5,Such a pig !
So apparently we just don’t pay for food anymore.  Do you see what I see?,neutral,6,So apparently we just do not pay for food anymore . Do you see what I see ?
"Oh!  Ok, um, ok, um,",fear,3,"Oh ! Ok , um , ok , um ,"
"Yeah, it must’ve fallen out a few blocks back. I just figured we hit a dog.",happiness,0,"Yeah , it must have fallen out a few blocks back . I just figured we hit a dog ."
"No wait, look. Look! I'm sorry, it's just I've never even",fear,3,"No wait , look . Look ! I am sorry , it is just I've never even"
I can’t leave it! You gouged a hole in my dingy floor.,anger,2,I cannot leave it ! You gouged a hole in my dingy floor .
You're one to talk.,disgust,5,You are one to talk .
"That’s right, I love you! And-and I’m gonna play with you all the time.",happiness,0,"That’s right , I love you ! And-and I am gonna play with you all the time ."
"No thanks, I have a good one too. I just, I, I can’t see him.",fear,3,"No thanks , I have a good one too . I just , I , I cannot see him ."
"We've got the ground-up flesh of formerly cute cows and turkeys, ew...",disgust,5,"We've got the ground-up flesh of formerly cute cows and turkeys , ew . . ."
