text,emotion,emotion_code,sub_emotion,processed_text
He walks towards the center.,neutral,6,neutral,He walks towards the center .
Arrival in six minutes.,neutral,6,neutral,Arrival in six minutes .
We are now crossing the bridge.,neutral,6,neutral,We are now crossing the bridge .
Just drive straight on.,neutral,6,neutral,Just drive straight on .
"Yes, I can keep upright.",neutral,6,neutral,"Yes , I can keep upright ."
"Keep straight on, okay.",neutral,6,neutral,"Keep straight on , okay ."
Thirty seconds.,neutral,6,neutral,Thirty seconds .
Thirty seconds.,neutral,6,neutral,Thirty seconds .
"I see him walking. Gas, gas, gas.",fear,3,fear,"I see him walking . Gas , gas , gas ."
I see him.,neutral,6,realization,I see him .
Detention.,happiness,0,optimism,Detention .
"Okay, I'm going for it.",happiness,0,optimism,"Okay , I am going for it ."
"I get out the door, huh.",neutral,6,neutral,"I get out the door , huh ."
"Yes, over.",neutral,6,neutral,"Yes , over ."
"YES. Now, now, now.",fear,3,fear,"YES . Now , now , now ."
On your knees.,anger,2,anger,On your knees .
Cheer,happiness,0,excitement,Cheer
And.,neutral,6,neutral,And .
And.,neutral,6,neutral,And .
And.,neutral,6,neutral,And .
And.,neutral,6,neutral,And .
And.,neutral,6,neutral,And .
Cheer,happiness,0,excitement,Cheer
To get up. To get up.,fear,3,fear,To get up . To get up .
Fuck.,anger,2,annoyance,Fuck .
Kut.,anger,2,annoyance,Kut .
"Oogmoed, come before the fall.",neutral,6,realization,"Oogmoed , come before the fall ."
I was taken too much myself.,neutral,6,realization,I was taken too much myself .
Far too easy to say ...,neutral,6,neutral,Far too easy to say . . .
I thought I had made it.,sadness,1,disappointment,I thought I had made it .
"That I was across the street. I thought, well, ready.",sadness,1,disappointment,"That I was across the street . I thought , well , ready ."
Well it will be fun.,happiness,0,optimism,Well it will be fun .
"Yes, that is Balen.",sadness,1,disappointment,"Yes , that is Balen ."
"Yes, that's a lusion.",sadness,1,disappointment,"Yes , that's a lusion ."
That is a lusion.,sadness,1,disappointment,That is a lusion .
"Yes, that's a lusion.",sadness,1,disappointment,"Yes , that's a lusion ."
I thought I had arranged things well.,sadness,1,disappointment,I thought I had arranged things well .
"That I, to erase my traces ...",neutral,6,neutral,"That I , to erase my traces . . ."
Or to waste a smokescreen ...,neutral,6,neutral,Or to waste a smokescreen . . .
That I was doing well.,neutral,6,neutral,That I was doing well .
But it turns out not.,sadness,1,disappointment,But it turns out not .
The question mark still remains very slow to me.,surprise,4,confusion,The question mark still remains very slow to me .
Where is it?,surprise,4,curiosity,Where is it ?
Gone.,sadness,1,disappointment,Gone .
The next duo flees.,fear,3,fear,The next duo flees .
"Okay, being on the run for us ...",fear,3,nervousness,"Okay , being on the run for us . . ."
Ivana Rietveld from Roon.,neutral,6,neutral,Ivana Rietveld from Roon .
Born in the year 1996.,neutral,6,neutral,Born in the year 1996 .
And Laura Bos. It comes from Delft.,neutral,6,neutral,And Laura Bos . It comes from Delft .
Born in 1997.,neutral,6,neutral,Born in 1997 .
Can we have the bag in the back?,neutral,6,neutral,Can we have the bag in the back ?
That's right.,neutral,6,neutral,That's right .
Let's go.,happiness,0,optimism,Let us go .
We are going to Overijssel.,neutral,6,neutral,We are going to Overijssel .
To a campsite of the sister of a colleague of mine.,neutral,6,neutral,To a campsite of the sister of a colleague of mine .
So I hope we will be there when we get there.,neutral,6,neutral,So I hope we will be there when we get there .
"Is that their campsite? Yes, that campsite is theirs.",neutral,6,neutral,"Is that their campsite ? Yes , that campsite is theirs ."
So that makes a difference.,neutral,6,realization,So that makes a difference .
Then you may not have ...,neutral,6,neutral,Then you may not have . . .
They are aware of that.,neutral,6,neutral,They are aware of that .
So that you don't have to leave any data and so on.,happiness,0,relief,So that you do not have to leave any data and so on .
"Or yes, something has to pay at all.",surprise,4,confusion,"Or yes , something has to pay at all ."
Looking for residents of people.,surprise,4,curiosity,Looking for residents of people .
Acquaintances of acquaintances of acquaintances.,neutral,6,neutral,Acquaintances of acquaintances of acquaintances .
Where we can stay overnight or two.,surprise,4,curiosity,Where we can stay overnight or two .
What I'm really going to get with it ...,surprise,4,curiosity,What I am really going to get with it . . .
I think you are three weeks old ...,surprise,4,confusion,I think you are three weeks old . . .
A bit dependent on what will happen.,neutral,6,neutral,A bit dependent on what will happen .
You can plan a whole plan ...,happiness,0,optimism,You can plan a whole plan . . .
"But if there is something against it, that is annoying.",anger,2,annoyance,"But if there is something against it , that is annoying ."
As soon as you don't have to worry ...,happiness,0,relief,As soon as you do not have to worry . . .
Maybe because the cameras here ...,fear,3,nervousness,Maybe because the cameras here . . .
But so are on the track ...,neutral,6,neutral,But so are on the track . . .
You just have to check them.,neutral,6,neutral,You just have to check them .
Have you been to that gas station and it is so?,surprise,4,curiosity,Have you been to that gas station and it is so ?
Then that is enough.,neutral,6,neutral,Then that is enough .
Hunters Jan and Ellen receive information about the fugitives ...,surprise,4,curiosity,Hunters Jan and Ellen receive information about the fugitives . . .
And visit Iwana's parents.,neutral,6,neutral,And visit Iwana's parents .
To find out what the relationship is between Iwana and Lauka.,surprise,4,curiosity,To find out what the relationship is between Iwana and Lauka .
What is it not clear at the moment?,surprise,4,confusion,What is it not clear at the moment ?
There are two people at home.,neutral,6,neutral,There are two people at home .
Good evening.,neutral,6,neutral,Good evening .
We would like to have a conversation with you.,neutral,6,neutral,We would like to have a conversation with you .
Hallo.,neutral,6,neutral,Hallo .
How many people do you live here?,surprise,4,curiosity,How many people do you live here ?
With three people.,neutral,6,neutral,With three people .
And that third person? That's my daughter.,neutral,6,neutral,And that third person ? That's my daughter .
We are now talking about Iwana Rietveld.,neutral,6,neutral,We are now talking about Iwana Rietveld .
Saturday morning she went to her girlfriend.,neutral,6,neutral,Saturday morning she went to her girlfriend .
And who is the girlfriend? Laura.,neutral,6,neutral,And who is the girlfriend ? Laura .
Does she also have things that lie here?,surprise,4,curiosity,Does she also have things that lie here ?
Nee.,neutral,6,neutral,Nee .
Where is her computer?,surprise,4,curiosity,Where is her computer ?
Normally.,neutral,6,neutral,Normally .
Maybe she has him with him.,surprise,4,curiosity,Maybe she has him with him .
"No, she has it.",neutral,6,neutral,"No , she has it ."
Laura and Iwana have arrived at the campsite in Den Ham.,neutral,6,neutral,Laura and Iwana have arrived at the campsite in Den Ham .
They know the owner of the campsite.,neutral,6,neutral,They know the owner of the campsite .
They can spend the night here.,happiness,0,relief,They can spend the night here .
It's still big.,neutral,6,neutral,It is still big .
They have already arranged their next overnight stay ...,happiness,0,optimism,They have already arranged their next overnight stay . . .
With a friendly couple.,neutral,6,neutral,With a friendly couple .
That is a parent.,neutral,6,neutral,That is a parent .
We got to know them on vacation.,neutral,6,neutral,We got to know them on vacation .
Me and my mother in Egypt.,neutral,6,neutral,Me and my mother in Egypt .
We know that they would not close us to things like that.,neutral,6,neutral,We know that they would not close us to things like that .
And then there is some time for relaxation ...,happiness,0,relief,And then there is some time for relaxation . . .
On this rainy day.,neutral,6,neutral,On this rainy day .
The next morning the girls want to leave as soon as possible.,fear,3,fear,The next morning the girls want to leave as soon as possible .
"They call Wim, a helpful knowledge.",neutral,6,neutral,"They call Wim , a helpful knowledge ."
With Wim.,neutral,6,neutral,With Wim .
You speak with Iwana.,neutral,6,neutral,You speak with Iwana .
Are you available to pick us up somewhere?,surprise,4,curiosity,Are you available to pick us up somewhere ?
I'll come your way.,neutral,6,neutral,I'll come your way .
See you. Door.,neutral,6,neutral,See you . Door .
Be a bit closer next time.,anger,2,annoyance,Be a bit closer next time .
Exciting. Yes.,happiness,0,excitement,Exciting . Yes .
Because the girlfriends have no content money in his pocket ...,neutral,6,neutral,Because the girlfriends have no content money in his pocket . . .
They first want to pin.,neutral,6,neutral,They first want to pin .
And do we immediately do 100?,surprise,4,curiosity,And do we immediately do 100 ?
Laura and Iwana are afraid of being filmed.,fear,3,fear,Laura and Iwana are afraid of being filmed .
And so ask Wim to pin.,neutral,6,neutral,And so ask Wim to pin .
But nothing remains unseen.,neutral,6,neutral,But nothing remains unseen .
This has been at 12 o'clock 25.,neutral,6,neutral,This has been at 12 o'clock 25 .
They took it out of the wall from the ATM.,neutral,6,neutral,They took it out of the wall from the ATM .
How do you know who this is?,surprise,4,curiosity,How do you know who this is ?
Stop.,neutral,6,neutral,Stop .
We have a chain sign.,neutral,6,neutral,We have a chain sign .
"On the flight, and already in the picture due to a crucial mistake.",sadness,1,disappointment,"On the flight , and already in the picture due to a crucial mistake ."
Music,neutral,6,neutral,Music
"Studio Promenada, today from the promenade.",neutral,6,neutral,"Studio Promenada , today from the promenade ."
"In such weather on the beach you can not see tourists, something else on the promenade.",neutral,6,neutral,"In such weather on the beach you can not see tourists , something else on the promenade ."
"Although the end of the holidays, they are still a lot of tourists in Ustka.",neutral,6,neutral,"Although the end of the holidays , they are still a lot of tourists in Ustka ."
What to do when you can't sunbathe and bathe? We will ask tourists about this.,surprise,4,curiosity,What to do when you can't sunbathe and bathe ? We will ask tourists about this .
"Daniel Klusek, welcome to the Promenada studio. We're going.",neutral,6,neutral,"Daniel Klusek , welcome to the Promenada studio . We're going ."
Music,neutral,6,neutral,Music
What can you do when you can't sunbathe?,surprise,4,curiosity,What can you do when you can't sunbathe ?
"There are a lot of possibilities, especially here in Ustka. We can just walk, visit interesting places.",happiness,0,optimism,"There are a lot of possibilities , especially here in Ustka . We can just walk , visit interesting places ."
Where did you come from?,surprise,4,curiosity,Where did you come from ?
"From Przemyśl, Podkarpacie.",neutral,6,neutral,"From Przemyśl , Podkarpacie ."
"We don't have sunshine, but we have a nice temperature. 20 degrees is water, so you can swim.",happiness,0,optimism,"We do not have sunshine , but we have a nice temperature . 20 degrees is water , so you can swim ."
And you were already swimming today?,surprise,4,curiosity,And you were already swimming today ?
I mean I will swim. At the moment I am on a walk and we will swim at 2pm.,neutral,6,neutral,I mean I will swim . At the moment I am on a walk and we will swim at 2pm .
So the lack of sun does not interfere with sunbathing at all?,surprise,4,curiosity,So the lack of sun does not interfere with sunbathing at all ?
"No, of course.",neutral,6,neutral,"No , of course ."
Certainly at this time.,neutral,6,neutral,Certainly at this time .
Where did you come from?,surprise,4,curiosity,Where did you come from ?
"From a distance, from Żywiec to.",neutral,6,neutral,"From a distance , from Żywiec to ."
Music,neutral,6,neutral,Music
"My guest is Agata Sobiczewska, director of the Local Tourist Organization Ustka and Ziemia Słupsk,",neutral,6,neutral,"My guest is Agata Sobiczewska , director of the Local Tourist Organization Ustka and Ziemia Słupsk ,"
Which organization runs the Tourist Information Center in Ustka. Good morning.,neutral,6,neutral,Which organization runs the Tourist Information Center in Ustka . Good morning .
We are in the Tourist Information Center. Just a moment ago there was a crowd of people who ...,neutral,6,neutral,We are in the Tourist Information Center . Just a moment ago there was a crowd of people who . . .
"Well, why do you come to such a place?",surprise,4,curiosity,"Well , why do you come to such a place ?"
"Well, I think that above all, to somehow make it easier for yourself to organize this free time, which is spent in Ustka,",neutral,6,neutral,"Well , I think that above all , to somehow make it easier for yourself to organize this free time , which is spent in Ustka ,"
Because Ustka is not just a beach.,neutral,6,neutral,Because Ustka is not just a beach .
It's not just a beach.,neutral,6,neutral,It is not just a beach .
There is a lot of things that you can do here.,happiness,0,optimism,There is a lot of things that you can do here .
which is quite rich for such a small seaside town.,happiness,0,pride,which is quite rich for such a small seaside town .
"All five are blueser bunkers, i.e. a military museum, which is run by Mr. Marcin Barnowski,",neutral,6,neutral,"All five are blueser bunkers , i . e . a military museum , which is run by Mr . Marcin Barnowski ,"
Such our city historian here.,happiness,0,pride,Such our city historian here .
We were there.,neutral,6,neutral,We were there .
"Well, Captain Hazel and it is all clear, all you have to do is say that much.",neutral,6,neutral,"Well , Captain Hazel and it is all clear , all you have to do is say that much ."
"Of course, also a museum of amber, a bread museum, a Museum of the Ustka region.",neutral,6,neutral,"Of course , also a museum of amber , a bread museum , a Museum of the Ustka region ."
So to learn more about the history of Ustka and the Mineral Museum on the seaside promenade.,neutral,6,neutral,So to learn more about the history of Ustka and the Mineral Museum on the seaside promenade .
"And a must have, when it comes to souvenirs, what is in Ustka except memories, what is getting out of Ustka?",surprise,4,curiosity,"And a must have , when it comes to souvenirs , what is in Ustka except memories , what is getting out of Ustka ?"
She is telling about these legends here our area and a little wider area of ​​the Słupsk region.,surprise,4,curiosity,She is telling about these legends here our area and a little wider area of ​​the Słupsk region .
"And, of course, T -shirts, bags or cups, such smaller ones such as magnet and long -term.",neutral,6,neutral,"And , of course , T -shirts , bags or cups , such smaller ones such as magnet and long -term ."
And it also goes down?,surprise,4,curiosity,And it also goes down ?
If you don't know what we always encourage the magnet for the fridge.,neutral,6,neutral,If you do not know what we always encourage the magnet for the fridge .
Are children buying or adults too?,surprise,4,curiosity,Are children buying or adults too ?
"Children usually choose the more colorful ones, adults a little more subdued, but also children and adults are always interested.",neutral,6,neutral,"Children usually choose the more colorful ones , adults a little more subdued , but also children and adults are always interested ."
"So an offer outside the beach, because Ustka is not only the sea.",neutral,6,neutral,"So an offer outside the beach , because Ustka is not only the sea ."
"The offer outside the beach here can be known, but also outside the cultural or historical, also recreational ones.",neutral,6,neutral,"The offer outside the beach here can be known , but also outside the cultural or historical , also recreational ones ."
Of course.,neutral,6,neutral,Of course .
"Well, here in tourist information you can buy maps of all kinds.",neutral,6,neutral,"Well , here in tourist information you can buy maps of all kinds ."
"We always oblige to every tourist tourist guide, who not only describes the city, but also the Ustka commune, the Smołdzino commune and the Słupsk poviat.",neutral,6,neutral,"We always oblige to every tourist tourist guide , who not only describes the city , but also the Ustka commune , the Smołdzino commune and the Słupsk poviat ."
And just such maps for further bicycle trips and closer to us can also be purchased here.,neutral,6,neutral,And just such maps for further bicycle trips and closer to us can also be purchased here .
"And who comes to tourist information? These are, I ask about nations now, are Poles?",surprise,4,curiosity,"And who comes to tourist information ? These are , I ask about nations now , are Poles ?"
These are not only Poles.,neutral,6,neutral,These are not only Poles .
"If foreign, we already hosted the Germans, Czechs and Slovaks in the Promenada studio.",neutral,6,neutral,"If foreign , we already hosted the Germans , Czechs and Slovaks in the Promenada studio ."
Are they still outside the western and south guests?,surprise,4,curiosity,Are they still outside the western and south guests ?
"It seems to me that the close location of the unit in Redzikowo, where Americans are stationed, has a great impact on the fact that they also visit us here.",neutral,6,realization,"It seems to me that the close location of the unit in Redzikowo , where Americans are stationed , has a great impact on the fact that they also visit us here ."
"They come to the seaside, come to ask what you can see here in this area, because somehow they also try to develop this time.",surprise,4,curiosity,"They come to the seaside , come to ask what you can see here in this area , because somehow they also try to develop this time ."
"But in addition, there are also Dutch, there are also British, so in fact this span is quite wide when it comes to foreign tourists.",neutral,6,neutral,"But in addition , there are also Dutch , there are also British , so in fact this span is quite wide when it comes to foreign tourists ."
Neighbors from the north of the Baltic Sea too?,surprise,4,curiosity,Neighbors from the north of the Baltic Sea too ?
Does the end of summer holidays mean the end of the season?,surprise,4,curiosity,Does the end of summer holidays mean the end of the season ?
"I think not in Ustka. There are places that actually put a line from 31 August and nothing happens there, but Ustka is much more than just holidays.",happiness,0,optimism,"I think not in Ustka . There are places that actually put a line from 31 August and nothing happens there , but Ustka is much more than just holidays ."
"There is something to do here in September and in general the winter season also has its charm and pulls here crowds of tourists who prefer this rest in peace,",happiness,0,optimism,"There is something to do here in September and in general the winter season also has its charm and pulls here crowds of tourists who prefer this rest in peace ,"
"When there are no dozens, often thousands of tourists on the streets and these are those tourists who are starting to come to us in September.",neutral,6,neutral,"When there are no dozens , often thousands of tourists on the streets and these are those tourists who are starting to come to us in September ."
"To sum up the holidays, because not the season yet, it was a successful vacation after all, despite the fact that we were afraid of prices, we were afraid of our economic condition?",happiness,0,relief,"To sum up the holidays , because not the season yet , it was a successful vacation after all , despite the fact that we were afraid of prices , we were afraid of our economic condition ?"
A lot of tourists came to us. I suspect that everyone was afraid of this season.,happiness,0,relief,A lot of tourists came to us . I suspect that everyone was afraid of this season .
"It is known that the economic situation is what it is, but nevertheless these tourists appeared. In fact, we will probably know such specific data only at the end of the year.",neutral,6,neutral,"It is known that the economic situation is what it is , but nevertheless these tourists appeared . In fact , we will probably know such specific data only at the end of the year ."
"Then the statistics, etc., will probably flow out.",neutral,6,neutral,"Then the statistics , etc . , will probably flow out ."
But after the interest in even this place can be estimated.,neutral,6,neutral,But after the interest in even this place can be estimated .
"It seems to me that the season was very similar even to 2019, i.e. pre -entertainment year, so I think we are coming back to these good tracks and slowly to normality.",happiness,0,optimism,"It seems to me that the season was very similar even to 2019 , i . e . pre -entertainment year , so I think we are coming back to these good tracks and slowly to normality ."
"The Tourist Information Center, like Ustka, invites all year.",neutral,6,neutral,"The Tourist Information Center , like Ustka , invites all year ."
"All year. We are open all year round. By the end of September, we invite you every day from 8 to 19, so all day.",neutral,6,neutral,"All year . We are open all year round . By the end of September , we invite you every day from 8 to 19 , so all day ."
"From October 1, from Monday to Saturday, from 10 to 17.",neutral,6,neutral,"From October 1 , from Monday to Saturday , from 10 to 17 ."
"Inhabitants of the region can also learn the secret of Ustka, but first you have to appear here to equip yourself with the right knowledge.",surprise,4,curiosity,"Inhabitants of the region can also learn the secret of Ustka , but first you have to appear here to equip yourself with the right knowledge ."
Lady ready?,surprise,4,curiosity,Lady ready ?
Not.,neutral,6,neutral,Not .
Ready accessories?,surprise,4,curiosity,Ready accessories ?
By all means.,neutral,6,neutral,By all means .
But probably the weather is small ready for roasting?,surprise,4,curiosity,But probably the weather is small ready for roasting ?
"I am set, I think good, so I think the sun will come.",happiness,0,optimism,"I am set , I think good , so I think the sun will come ."
And you will set up evaporating?,surprise,4,curiosity,And you will set up evaporating ?
"Of course, by all means. It is cloudy, but we go to the beach every day.",neutral,6,neutral,"Of course , by all means . It is cloudy , but we go to the beach every day ."
But today you probably don't get tanned.,surprise,4,curiosity,But today you probably do not get tanned .
"I think I will sunbathe a little. Apparently, the sun is also sunbathing through the clouds, so we set up the most.",happiness,0,optimism,"I think I will sunbathe a little . Apparently , the sun is also sunbathing through the clouds , so we set up the most ."
And the bath will be.,neutral,6,neutral,And the bath will be .
"Of course, although I don't know, the red flag.",fear,3,nervousness,"Of course , although I do not know , the red flag ."
Good morning.,neutral,6,neutral,Good morning .
Good morning.,neutral,6,neutral,Good morning .
"Not beach is the weather, although the sun comes out, but not enough to sunbathing until today.",sadness,1,disappointment,"Not beach is the weather , although the sun comes out , but not enough to sunbathing until today ."
"Well, too large bucket and a bit cool sniff.",anger,2,annoyance,"Well , too large bucket and a bit cool sniff ."
"20 degrees, above it.",neutral,6,neutral,"20 degrees , above it ."
"Well, but in the morning the rain was a bit.",neutral,6,neutral,"Well , but in the morning the rain was a bit ."
What can you do in such a not beach weather?,surprise,4,curiosity,What can you do in such a not beach weather ?
"Well, you can see, here is Lego blocks, such an exhibition and then there is a museum of these wax figures.",neutral,6,neutral,"Well , you can see , here is Lego blocks , such an exhibition and then there is a museum of these wax figures ."
So visit?,surprise,4,curiosity,So visit ?
Yes.,neutral,6,neutral,Yes .
Are we going?,surprise,4,curiosity,Are we going ?
Boring today on the beach or not?,surprise,4,curiosity,Boring today on the beach or not ?
"No, I wouldn't say it's boring because we have high waves and reverse currents,",happiness,0,excitement,"No , I wouldn't say it is boring because we have high waves and reverse currents ,"
And people are guarding? They follow these bans? See the red flag?,surprise,4,curiosity,And people are guarding ? They follow these bans ? See the red flag ?
"If they came from the south, they have to take a bath? Whatever happened?",surprise,4,confusion,"If they came from the south , they have to take a bath ? Whatever happened ?"
"No, no. We haven't had such cases from the South yet, they also listen to the most,",happiness,0,relief,"No , no . We haven't had such cases from the South yet , they also listen to the most ,"
"We meet in the center of Ustka with Magda Matusiak, deputy head of the Promotion Department of the Ustka Town Hall.",neutral,6,neutral,"We meet in the center of Ustka with Magda Matusiak , deputy head of the Promotion Department of the Ustka Town Hall ."
Good morning.,neutral,6,neutral,Good morning .
Good morning.,neutral,6,neutral,Good morning .
"Well, we will also talk about the inhabitants because they have their day now.",neutral,6,neutral,"Well , we will also talk about the inhabitants because they have their day now ."
"Already now, i.e. on Saturday.",neutral,6,neutral,"Already now , i . e . on Saturday ."
So on Saturday.,neutral,6,neutral,So on Saturday .
"Yes, August 27. We invite all residents to this event, but I hope that also tourists,",happiness,0,optimism,"Yes , August 27 . We invite all residents to this event , but I hope that also tourists ,"
who spend this last weekend in Ustka. We start very early.,neutral,6,neutral,who spend this last weekend in Ustka . We start very early .
"Actually in two places, between 10 and 14.",neutral,6,neutral,"Actually in two places , between 10 and 14 ."
"At 14.00 a Chill Out zone will be prepared on the kayak stanica, where you will be able to swim with kayak, there will be a bonfire, of course the sausage must be brought on your own,",happiness,0,excitement,"At 14 . 00 a Chill Out zone will be prepared on the kayak stanica , where you will be able to swim with kayak , there will be a bonfire , of course the sausage must be brought on your own ,"
"There will be different animations for children and adolescents, while at 10.30 a bicycle rally with the corners of the scales will be from the Osiru area.",happiness,0,excitement,"There will be different animations for children and adolescents , while at 10 . 30 a bicycle rally with the corners of the scales will be from the Osiru area ."
"The whole big party on the promenade will start from 17.00 animations for children performed by the smile center, later there will be a performance of the Łusecka Brass Band.",happiness,0,excitement,"The whole big party on the promenade will start from 17 . 00 animations for children performed by the smile center , later there will be a performance of the Łusecka Brass Band ."
"And I think that such the most important point of this event, i.e. the awarding of honorary awards of the city's ambassador and Ustczanin of the year, and then the performances of our Ustanian artists.",happiness,0,pride,"And I think that such the most important point of this event , i . e . the awarding of honorary awards of the city's ambassador and Ustczanin of the year , and then the performances of our Ustanian artists ."
"Well, the Ustczanin of the Year and the city ambassador are extremely prestigious titles. What do you need to do? How do you deserve to be Ustczanin or the city ambassador?",surprise,4,curiosity,"Well , the Ustczanin of the Year and the city ambassador are extremely prestigious titles . What do you need to do ? How do you deserve to be Ustczanin or the city ambassador ?"
"Residents always nominate for this honorable title, nominated by residents. A chapter is appointed, which chooses these people in a secret ballot.",happiness,0,pride,"Residents always nominate for this honorable title , nominated by residents . A chapter is appointed , which chooses these people in a secret ballot ."
"And of course who will be, who will be awarded this year this year, then you have to come at 18.30.",neutral,6,neutral,"And of course who will be , who will be awarded this year this year , then you have to come at 18 . 30 ."
It's still a secret.,surprise,4,curiosity,It is still a secret .
"Of course, we can't reveal it. At 18.30 on the Ustka promenade, the ceremony of awarding these awards.",neutral,6,neutral,"Of course , we can't reveal it . At 18 . 30 on the Ustka promenade , the ceremony of awarding these awards ."
"Of course, this is already prestige for these people, because it is already life, so to speak, they are drawn into the list of people who represent the city at various celebrations.",happiness,0,pride,"Of course , this is already prestige for these people , because it is already life , so to speak , they are drawn into the list of people who represent the city at various celebrations ."
"Yes, exactly.",neutral,6,neutral,"Yes , exactly ."
"But one more thing is the event, namely the Polish Championships in the Rinsing Amber for the 21st time this year.",happiness,0,excitement,"But one more thing is the event , namely the Polish Championships in the Rinsing Amber for the 21st time this year ."
"Yes, actually these championships are the culmination of the amber festival lasting from Tuesday to Sunday, such an event that came to us for the first time in Ustka.",happiness,0,excitement,"Yes , actually these championships are the culmination of the amber festival lasting from Tuesday to Sunday , such an event that came to us for the first time in Ustka ."
And at the beach at 11.00 there will be registration for the Polish championships in the flushing of amber.,neutral,6,neutral,And at the beach at 11 . 00 there will be registration for the Polish championships in the flushing of amber .
"We encourage everyone because you can participate in the category of children, women, men and open.",neutral,6,neutral,"We encourage everyone because you can participate in the category of children , women , men and open ."
"And there will be a municipal village carries several dozen kilograms of amber to take, because in the open category what will be found, it is mine, i.e. a souvenir can be dug.",happiness,0,excitement,"And there will be a municipal village carries several dozen kilograms of amber to take , because in the open category what will be found , it is mine , i . e . a souvenir can be dug ."
"I think it will be a surprise for everyone who will take part, because these championships are preparing a museum of amber, which is located in Ustka, so that they probably have this raw material in excess.",surprise,4,surprise,"I think it will be a surprise for everyone who will take part , because these championships are preparing a museum of amber , which is located in Ustka , so that they probably have this raw material in excess ."
"We are now talking about the last weekend of holidays, but as also mentioned in the Tourist Information Center, the end of summer holidays is not the end of the season, so these events, this knitting will also be after the holidays.",happiness,0,optimism,"We are now talking about the last weekend of holidays , but as also mentioned in the Tourist Information Center , the end of summer holidays is not the end of the season , so these events , this knitting will also be after the holidays ."
"At the moment I will not reveal the details to you, because we really work all year round and we are preparing some news every now and then, so it's worth following our website visitustka.pl and our Facebook profile.",neutral,6,neutral,"At the moment I will not reveal the details to you , because we really work all year round and we are preparing some news every now and then , so it is worth following our website visitustka . pl and our Facebook profile ."
"There is really even a very rich relationship from this season for all those who failed to reach Ustka, and would like to see what they missed, also a lot of photos, a lot of descriptions and there we will also put all the information on a regular basis, what He is still waiting for you until the end of the year.",happiness,0,optimism,"There is really even a very rich relationship from this season for all those who failed to reach Ustka , and would like to see what they missed , also a lot of photos , a lot of descriptions and there we will also put all the information on a regular basis , what He is still waiting for you until the end of the year ."
"Good morning, a walk is an idea for boredom.",neutral,6,neutral,"Good morning , a walk is an idea for boredom ."
"For boredom, walk, a little meeting on the beach.",neutral,6,neutral,"For boredom , walk , a little meeting on the beach ."
And waiting.,neutral,6,neutral,And waiting .
There are waves today.,neutral,6,neutral,There are waves today .
"Yesterday, we have a very close room, so we also have a great view of our Polish sea from the balcony.",happiness,0,joy,"Yesterday , we have a very close room , so we also have a great view of our Polish sea from the balcony ."
"Good morning, sunbathing in a jacket, in pants?",happiness,0,amusement,"Good morning , sunbathing in a jacket , in pants ?"
"Well, temporarily, because the weather has broken a little, but the Lord comes, the straw comes out right away, so there is hope for a nice afternoon.",happiness,0,optimism,"Well , temporarily , because the weather has broken a little , but the Lord comes , the straw comes out right away , so there is hope for a nice afternoon ."
You are not alone?,surprise,4,curiosity,You are not alone ?
With children and with her husband.,neutral,6,neutral,With children and with her husband .
Do children get bored during the rain either bad weather or such weather?,surprise,4,curiosity,Do children get bored during the rain either bad weather or such weather ?
"We have boards, so we hope that we will enter the water, the backpack is packed, the second sat down too.",happiness,0,optimism,"We have boards , so we hope that we will enter the water , the backpack is packed , the second sat down too ."
So to improve the weather you prepared?,surprise,4,curiosity,So to improve the weather you prepared ?
"We are prepared, we are waiting for her.",happiness,0,optimism,"We are prepared , we are waiting for her ."
Where did you come from?,surprise,4,curiosity,Where did you come from ?
We are from Gorzów.,neutral,6,neutral,We are from Gorzów .
"Good morning, a lady on the beach, daughter almost in the sea, but you can't bathe today.",sadness,1,disappointment,"Good morning , a lady on the beach , daughter almost in the sea , but you can't bathe today ."
"Well, you know what, you can't, and especially since we have just arrived, today we are starting vacation, so I do not know what weather.",fear,3,nervousness,"Well , you know what , you can't , and especially since we have just arrived , today we are starting vacation , so I do not know what weather ."
It is probably not for such weather that you waited.,sadness,1,disappointment,It is probably not for such weather that you waited .
"Well, I was not waiting for such weather, I hope the sun will come out for us.",happiness,0,optimism,"Well , I was not waiting for such weather , I hope the sun will come out for us ."
"Meanwhile, we are familiar with the sea for now, the children are happy, their feet soak, and I hope that tomorrow we will be able to lose a bit.",happiness,0,optimism,"Meanwhile , we are familiar with the sea for now , the children are happy , their feet soak , and I hope that tomorrow we will be able to lose a bit ."
Do you know weather forecasts?,surprise,4,curiosity,Do you know weather forecasts ?
"Well, forecasts are so divergent, one portal shows a beautiful, sunny sky, the other shows a little worse, I am also an optimist, I hope that the sun will come out for us.",happiness,0,optimism,"Well , forecasts are so divergent , one portal shows a beautiful , sunny sky , the other shows a little worse , I am also an optimist , I hope that the sun will come out for us ."
Where did you come from?,surprise,4,curiosity,Where did you come from ?
"From the south of Poland, around Wodzisław Śląski.",neutral,6,neutral,"From the south of Poland , around Wodzisław Śląski ."
For the first time in Ustka?,surprise,4,curiosity,For the first time in Ustka ?
"No, I'm in Ustka for the third time.",neutral,6,neutral,"No , I am in Ustka for the third time ."
"There are those who like to ride recreationally on a bicycle, and there are those who like when the route is ultra -leather.",neutral,6,neutral,"There are those who like to ride recreationally on a bicycle , and there are those who like when the route is ultra -leather ."
