text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
are a bit too firm over and over,neutral,disgust,neutral,disapproval,mild,moderate,0.27397472,0.21513908,0.43873435,32,False,False,False,False,Very Low
"again with someone,",neutral,neutral,neutral,neutral,mild,neutral,0.61400896,0.882735,0.8487221,19,True,True,False,False,Very High
it might look rude.,neutral,disgust,neutral,disapproval,moderate,moderate,0.32757986,0.20601952,0.50645095,19,False,False,True,False,Low
I feel like you have the same issue as Cindy.,neutral,sadness,neutral,neutral,neutral,moderate,0.24880184,0.186886,0.4237122,45,False,True,False,False,Very Low
"You both have gorgeous, sweet faces.",neutral,happiness,neutral,admiration,mild,mild,0.7678284,0.15832053,0.5025945,36,False,False,True,False,Medium
I need some more fierceness.,happiness,happiness,desire,neutral,moderate,mild,0.4602993,0.10713212,0.40181315,28,True,False,False,False,Very Low
"hot girl, not for beautiful thing.",neutral,happiness,neutral,disapproval,mild,moderate,0.2182974,0.08866665,0.46334198,34,False,False,False,False,Very Low
because you cannot do it.,neutral,sadness,neutral,disapproval,neutral,moderate,0.3023869,0.17730178,0.47301662,25,False,False,False,False,Very Low
"two, I think that",neutral,surprise,neutral,neutral,neutral,neutral,0.33405155,0.560858,0.4741324,17,False,True,True,False,Medium
I feel so much better,neutral,happiness,neutral,admiration,moderate,mild,0.61179096,0.13180013,0.36079264,21,False,False,False,False,Low
and I want to continue this.,neutral,happiness,neutral,neutral,moderate,mild,0.5905305,0.17330644,0.35755095,28,False,True,False,False,Low
I want to continue,neutral,happiness,neutral,neutral,moderate,mild,0.66305584,0.14219444,0.4071754,18,False,True,False,False,Low
running in this competition.,neutral,neutral,neutral,neutral,moderate,neutral,0.5086303,0.75049686,0.686546,28,True,True,False,False,High
So I heard you're going to give it another go.,neutral,happiness,neutral,neutral,moderate,mild,0.5747955,0.25437173,0.638835,46,False,True,False,False,High
I'm so proud of you.,neutral,happiness,neutral,admiration,moderate,mild,0.6963738,0.15312204,0.45058337,20,False,False,False,False,Medium
Don't be sorry if you don't do it again.,neutral,sadness,neutral,neutral,neutral,moderate,0.3179857,0.24888586,0.40794647,40,False,True,False,False,Very Low
Let's go. You've got three minutes.,neutral,neutral,neutral,neutral,moderate,neutral,0.5560106,0.7575642,0.77629656,35,True,True,False,False,Very High
"One, two, three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.53080046,0.8201235,0.8099103,20,True,True,False,False,Very High
Energy is amazing.,happiness,happiness,excitement,admiration,moderate,mild,0.7277349,0.15259112,0.5031778,18,True,False,False,False,Medium
"You don't have to do much, girl.",neutral,fear,neutral,neutral,neutral,mild,0.17060196,0.35464793,0.36017963,32,False,True,False,False,Very Low
You look like you're jumping already,neutral,disgust,neutral,disapproval,mild,moderate,0.30728713,0.23428977,0.47992817,36,False,False,False,False,Low
because you're so tall and skinny.,neutral,anger,neutral,neutral,mild,mild,0.19831339,0.38697347,0.34166577,34,False,True,True,False,Very Low
I feel my mind is clearer now.,neutral,happiness,neutral,neutral,moderate,mild,0.35697046,0.23407046,0.4095578,30,False,True,False,False,Very Low
"If I'm running for the competition still,",neutral,neutral,neutral,neutral,moderate,neutral,0.33645907,0.57298785,0.5036444,41,True,True,False,False,Medium
I would try my best,neutral,happiness,neutral,neutral,moderate,mild,0.61963195,0.16080138,0.40901044,19,False,True,False,False,Low
and continue to run,neutral,neutral,neutral,neutral,moderate,neutral,0.4614413,0.6361552,0.6358817,19,True,True,False,False,High
for this competition.,neutral,neutral,neutral,neutral,moderate,neutral,0.5395861,0.7937096,0.7232046,21,True,True,False,False,Very High
Time's up. Good job.,neutral,happiness,neutral,admiration,mild,mild,0.63430953,0.13857682,0.373935,20,False,False,True,False,Low
"Welcome, ladies,",neutral,happiness,neutral,neutral,neutral,neutral,0.4391325,0.3828987,0.50577676,16,False,True,True,False,Medium
to your very first elimination.,neutral,fear,neutral,neutral,moderate,neutral,0.2522916,0.6764192,0.524451,31,False,True,False,False,High
To say this week has been eventful,neutral,happiness,neutral,neutral,neutral,mild,0.48749414,0.35963446,0.48376027,34,False,True,False,False,Medium
would be an understatement.,neutral,disgust,neutral,neutral,neutral,moderate,0.26604345,0.20804279,0.37392288,27,False,True,False,False,Very Low
who's moving on,neutral,neutral,neutral,neutral,mild,neutral,0.532943,0.8270634,0.7512811,15,True,True,False,False,Very High
"and who's moving out,",neutral,neutral,neutral,neutral,mild,neutral,0.28912246,0.72020704,0.608392,21,True,True,False,False,High
"First up, the ever-radiant",neutral,happiness,neutral,neutral,mild,mild,0.24031262,0.32508278,0.4333619,26,False,True,True,False,Very Low
"model, actress, and Miss Universe",neutral,neutral,neutral,neutral,mild,neutral,0.41658828,0.63679355,0.59241056,33,True,True,False,False,High
"2015, Pia Wurtzbach.",neutral,neutral,neutral,neutral,mild,neutral,0.60745716,0.8765903,0.8472691,20,True,True,False,False,Very High
He was your photographer,neutral,happiness,neutral,neutral,neutral,mild,0.35596734,0.5819516,0.478705,24,False,True,False,False,Medium
"for your very first photo challenge,",neutral,happiness,neutral,neutral,neutral,mild,0.6447017,0.22145529,0.47249106,36,False,True,False,False,Medium
"And let's not forget your model mentor,",neutral,happiness,neutral,neutral,neutral,mild,0.5203472,0.24670397,0.38723987,39,False,True,False,False,Low
before us was hand-picked from,neutral,neutral,neutral,neutral,mild,neutral,0.50731045,0.83951354,0.7477546,30,True,True,False,False,Very High
all across Asia.,neutral,neutral,neutral,neutral,mild,neutral,0.57316464,0.80929554,0.75509703,16,True,True,False,False,Very High
You're here because we believe that each and,neutral,neutral,neutral,neutral,moderate,neutral,0.4112171,0.56500626,0.5851029,44,True,True,False,False,High
every single one of you has a very good chance,neutral,happiness,neutral,admiration,moderate,mild,0.6588966,0.1131458,0.38755226,46,False,False,False,False,Low
of winning this.,neutral,happiness,neutral,neutral,moderate,moderate,0.5360579,0.22254676,0.361787,16,False,True,True,False,Low
"And on that note, let's get to your prizes.",neutral,happiness,neutral,neutral,moderate,neutral,0.3635932,0.44994453,0.4924589,43,False,True,False,False,Medium
The winner of Asia's Next Top Model,happiness,happiness,excitement,admiration,intense,mild,0.73793036,0.15101725,0.46224293,35,True,False,False,False,Medium
will be driving home a brand-new,neutral,happiness,neutral,neutral,moderate,mild,0.42716712,0.37153217,0.43162745,32,False,True,False,False,Low
Subaru Impreza.,neutral,neutral,neutral,neutral,moderate,neutral,0.62731737,0.87306297,0.81949466,15,True,True,False,False,Very High
She will feature in a fashion spread and rock,neutral,happiness,neutral,neutral,moderate,mild,0.6611529,0.14656577,0.4434653,45,False,True,False,False,Low
the cover of Nylon Singapore.,neutral,neutral,neutral,neutral,moderate,neutral,0.6203077,0.8539244,0.7936548,29,True,True,False,False,Very High
And she will head to Europe for a chance,neutral,neutral,neutral,neutral,moderate,neutral,0.38666132,0.46993566,0.5243632,40,True,True,False,False,Medium
to be represented by one of the world's biggest,neutral,happiness,neutral,neutral,moderate,mild,0.49761662,0.21190779,0.35903904,47,False,True,False,False,Low
"modeling agencies, Storm Model",neutral,neutral,neutral,neutral,moderate,neutral,0.5804615,0.83563507,0.7687933,30,True,True,False,False,Very High
"Management, joining the likes of Kate Moss",neutral,neutral,neutral,neutral,moderate,neutral,0.53002006,0.7613562,0.72960657,42,True,True,False,False,Very High
and Cara Delevingne.,neutral,neutral,neutral,neutral,moderate,neutral,0.6129184,0.8159185,0.8200023,20,True,True,False,False,Very High
challenge scores to your photoshoot,neutral,happiness,neutral,admiration,neutral,mild,0.7224515,0.12532295,0.6044686,35,False,False,False,False,High
"Are you ready, ladies?",neutral,happiness,neutral,curiosity,mild,mild,0.7142193,0.703277,0.8168635,22,False,False,True,False,Very High
"Can we have Alicia, please?",neutral,happiness,neutral,curiosity,neutral,mild,0.68561953,0.42631868,0.7178515,27,False,False,False,False,High
with so much energy,neutral,happiness,neutral,neutral,moderate,mild,0.35582834,0.14488325,0.4009453,19,False,True,False,False,Very Low
that at times you seem,neutral,disgust,neutral,confusion,neutral,moderate,0.21659236,0.177699,0.40724376,22,False,False,False,False,Very Low
completely out of control.,neutral,sadness,neutral,disapproval,moderate,moderate,0.29108107,0.16936189,0.4943476,26,False,False,True,False,Very Low
I love your look.,neutral,happiness,neutral,admiration,moderate,mild,0.73721796,0.16300099,0.4955624,17,False,False,False,False,Medium
You have a masculinity about you,neutral,happiness,neutral,curiosity,neutral,mild,0.70657015,0.15363061,0.63332856,32,False,False,False,False,High
which can be your strength,neutral,happiness,neutral,admiration,mild,mild,0.7256622,0.13328403,0.45215553,26,False,False,True,False,Medium
if you use it right.,neutral,happiness,neutral,neutral,neutral,mild,0.40386635,0.36213017,0.44835982,20,False,True,False,False,Low
Your face is just,neutral,surprise,neutral,confusion,neutral,mild,0.33008912,0.27481753,0.4207374,17,False,False,False,False,Low
a bit dead. It's not really smiling.,neutral,sadness,neutral,disapproval,moderate,moderate,0.3403046,0.19887738,0.52145946,36,False,False,True,False,Low
It's not really high fashion.,neutral,disgust,neutral,neutral,moderate,mild,0.22676562,0.37303308,0.3956263,29,False,True,False,False,Very Low
You let your nerves get the better of you.,neutral,sadness,neutral,disapproval,moderate,moderate,0.25306797,0.1774588,0.4925994,42,False,False,True,False,Very Low
I feel like this was a lucky,neutral,happiness,neutral,admiration,mild,mild,0.7355945,0.157788,0.4612066,28,False,False,True,False,Medium
I love the shot from the head down.,neutral,happiness,neutral,admiration,moderate,mild,0.7338174,0.15903579,0.46136826,35,False,False,False,False,Medium
Your eyes are,neutral,surprise,neutral,neutral,neutral,neutral,0.28155038,0.5735122,0.4619663,13,False,True,True,False,Medium
almost dead. You're still so,neutral,sadness,neutral,neutral,moderate,moderate,0.2879498,0.22512585,0.4584082,28,False,True,True,False,Very Low
young and that's why you're not,neutral,fear,neutral,neutral,neutral,neutral,0.21700819,0.4661861,0.37400854,31,False,True,True,False,Low
being able to translate other,neutral,happiness,neutral,neutral,neutral,neutral,0.37434945,0.4421576,0.42061275,29,False,True,True,False,Low
emotions other than your typical,neutral,surprise,neutral,neutral,neutral,mild,0.29945916,0.356918,0.6259963,32,False,True,False,False,Medium
"sweet, your safe zone. Heidi.",neutral,happiness,neutral,neutral,neutral,mild,0.6538019,0.15705657,0.3728955,29,False,True,False,False,Low
"Looking at you right now, you look so sweet.",neutral,happiness,neutral,admiration,mild,mild,0.751634,0.16384622,0.49654797,44,False,False,True,False,Medium
And then I look at this one and you just have,neutral,surprise,neutral,neutral,mild,neutral,0.29446197,0.62620264,0.5669328,45,False,True,False,False,High
so much emotion,neutral,sadness,neutral,disapproval,moderate,moderate,0.25431538,0.13679926,0.50790244,15,False,False,True,False,Very Low
"If you keep this up, you could be a dark horse in the",neutral,happiness,neutral,neutral,moderate,moderate,0.21011487,0.08924853,0.41569668,53,False,True,True,False,Very Low
competition. Thank you so much.,neutral,happiness,neutral,admiration,mild,mild,0.68201935,0.14959599,0.44648388,31,False,False,True,False,Medium
"Well done, Heidi. Next, can we have Clara, please?",neutral,happiness,neutral,neutral,mild,mild,0.7651819,0.13856104,0.5609528,50,False,True,True,False,High
"You're daddy's little girl,",neutral,happiness,neutral,neutral,neutral,mild,0.47834292,0.27371657,0.37942696,27,False,True,False,False,Low
aren't you?,neutral,happiness,neutral,curiosity,neutral,mild,0.5542289,0.7913779,0.833627,11,False,False,False,False,Very High
everything you want. You're spoiled,neutral,fear,neutral,neutral,moderate,moderate,0.18909246,0.10006498,0.3999523,35,False,True,True,False,Very Low
but you're cheeky about it.,neutral,disgust,neutral,disapproval,mild,moderate,0.34697035,0.17550705,0.4625926,27,False,False,False,False,Very Low
And that kind of works in this picture.,neutral,happiness,neutral,neutral,mild,mild,0.5132674,0.349612,0.61137766,39,False,True,True,False,High
You're running away,neutral,fear,neutral,disapproval,neutral,moderate,0.24692895,0.15441085,0.49477494,19,False,False,False,False,Very Low
but you're looking back.,neutral,fear,neutral,neutral,mild,neutral,0.19697323,0.45042446,0.3828187,24,False,True,False,False,Low
You're kind of acting coy but you're leading us on.,neutral,disgust,neutral,disapproval,mild,moderate,0.30305013,0.23747681,0.54560643,51,False,False,False,False,Low
I really like it.,neutral,happiness,neutral,admiration,moderate,mild,0.7339615,0.15877461,0.48455554,17,False,False,False,False,Medium
It's very unexpected from the brief,surprise,surprise,surprise,confusion,mild,mild,0.4160391,0.3242238,0.5197589,35,True,False,True,False,Medium
and I like the unexpected. Dorothy.,surprise,happiness,admiration,admiration,mild,mild,0.74719745,0.16229945,0.5189699,35,False,True,True,False,Medium
You're also another sweet,neutral,happiness,neutral,admiration,mild,mild,0.78313076,0.16820438,0.5301522,25,False,False,True,False,High
face. We need a little bit more attitude,neutral,happiness,neutral,neutral,mild,mild,0.29536825,0.26228145,0.48404145,40,False,True,True,False,Low
from you. We need fierce.,happiness,happiness,desire,neutral,moderate,moderate,0.44073778,0.16984284,0.38335878,25,True,False,True,False,Very Low
I feel like I've seen this post,neutral,surprise,neutral,confusion,mild,mild,0.3743056,0.16795692,0.47154346,31,False,False,True,False,Very Low
You have a gorgeous face and this,neutral,happiness,neutral,admiration,moderate,mild,0.7585708,0.1650209,0.5449389,33,False,False,False,False,High
photo doesn't do,neutral,disgust,neutral,neutral,mild,mild,0.274536,0.30285347,0.40995696,16,False,True,True,False,Very Low
justice. Jenica.,neutral,happiness,neutral,neutral,mild,neutral,0.35927927,0.37463233,0.4353944,16,False,True,False,False,Low
It's not my favorite photo.,neutral,sadness,neutral,disapproval,mild,moderate,0.3180738,0.208758,0.50215197,27,False,False,False,False,Low
Photographing you was like,neutral,surprise,neutral,neutral,neutral,mild,0.3824693,0.39869896,0.54946214,26,False,True,False,False,Medium
me trying to give you a high five,neutral,happiness,neutral,admiration,mild,moderate,0.5323678,0.10657418,0.3730788,33,False,False,False,False,Very Low
but then it turns really awkward and we miss.,neutral,sadness,neutral,disapproval,mild,moderate,0.42892,0.08762848,0.39014828,45,False,False,False,False,Very Low
"We have to work together, alright?",neutral,happiness,neutral,neutral,moderate,mild,0.41339362,0.44483307,0.48832005,34,False,True,False,False,Medium
"Thank you. Can we have Leila, please?",neutral,happiness,neutral,neutral,mild,mild,0.762635,0.13790438,0.5694912,37,False,True,True,False,High
"photo, it's stunning",neutral,happiness,neutral,admiration,moderate,mild,0.73565483,0.16114135,0.49112815,20,False,False,False,False,Medium
was very arduous.,neutral,sadness,neutral,disapproval,mild,moderate,0.36260357,0.11458982,0.4576002,17,False,False,False,False,Very Low
I just want to shake you right now,neutral,fear,neutral,neutral,moderate,moderate,0.26217103,0.1332468,0.43263975,34,False,True,True,False,Very Low
because I don't think you know how good you are.,neutral,surprise,neutral,confusion,moderate,mild,0.4407488,0.36860585,0.59826916,48,False,False,False,False,Medium
critic is yourself.,neutral,disgust,neutral,neutral,mild,mild,0.24460794,0.33868444,0.37032506,19,False,True,True,False,Very Low
standing in your way.,neutral,fear,neutral,neutral,mild,moderate,0.24601181,0.36506394,0.35340223,21,False,True,False,False,Very Low
"Thank you,",neutral,happiness,neutral,admiration,mild,mild,0.72880423,0.15567659,0.47778124,10,False,False,True,False,Medium
I love your face. I can imagine,neutral,happiness,neutral,admiration,moderate,mild,0.7205995,0.15779899,0.5161205,31,False,False,False,False,Medium
doing lots and lots of beauty commercials,neutral,happiness,neutral,admiration,moderate,mild,0.631345,0.11614082,0.43672296,41,False,False,False,False,Low
with you but I hate that,neutral,sadness,neutral,disapproval,moderate,moderate,0.3264657,0.18134357,0.493012,24,False,False,True,False,Very Low
photo. It looks like as if,neutral,surprise,neutral,neutral,moderate,mild,0.3892106,0.4244343,0.6016468,26,False,True,False,False,Medium
"you see like an ex-boyfriend and you're going,",neutral,anger,neutral,neutral,mild,moderate,0.25167534,0.23563346,0.37172988,46,False,True,False,False,Very Low
I would have to disagree.,neutral,sadness,neutral,neutral,mild,moderate,0.26794124,0.3298604,0.34593242,25,False,True,False,False,Very Low
I love this photo.,neutral,happiness,neutral,admiration,moderate,mild,0.7151804,0.15856065,0.49521002,18,False,False,False,False,Medium
She looks long so,neutral,surprise,neutral,neutral,neutral,mild,0.36817735,0.43485063,0.39752144,17,False,True,False,False,Low
"for me, I like it.",neutral,happiness,neutral,admiration,mild,mild,0.7677055,0.16286632,0.47766697,18,False,False,True,False,Medium
The duck face,neutral,neutral,neutral,neutral,mild,neutral,0.2801461,0.6797144,0.6448879,13,True,True,False,False,High
I feel you have so much,neutral,happiness,neutral,curiosity,moderate,mild,0.44414568,0.19734952,0.59640086,23,False,False,False,False,Low
potential. I see you as,neutral,happiness,neutral,neutral,moderate,mild,0.55067456,0.18544735,0.58337384,23,False,True,False,False,Medium
"the quirky, awkward,",neutral,surprise,neutral,neutral,mild,mild,0.29179022,0.22268286,0.46419546,20,False,True,True,False,Very Low
weird model but that,neutral,surprise,neutral,confusion,mild,mild,0.4629077,0.27832258,0.63645786,20,False,False,True,False,Medium
could work for you.,neutral,happiness,neutral,neutral,moderate,mild,0.6746431,0.18530661,0.58312905,19,False,True,False,False,High
But you definitely need to be aware.,neutral,neutral,neutral,neutral,mild,neutral,0.29027408,0.7042093,0.6307796,36,True,True,False,False,High
"When I first saw you,",neutral,neutral,neutral,neutral,mild,neutral,0.2952267,0.6523455,0.5182423,21,True,True,False,False,High
you stood out to me.,neutral,surprise,neutral,neutral,mild,mild,0.31907684,0.15025954,0.5379917,20,False,True,True,False,Very Low
And then your catwalk was amazing,happiness,happiness,admiration,admiration,moderate,mild,0.7382585,0.15774228,0.5155986,33,True,True,False,False,Medium
and so I had crazy,neutral,sadness,neutral,disapproval,neutral,moderate,0.35749403,0.15369625,0.495544,18,False,False,False,False,Very Low
it was really disappointing.,neutral,sadness,neutral,disapproval,intense,moderate,0.32003456,0.07597485,0.39751527,28,False,False,False,False,Very Low
Your hands were really out of control.,neutral,disgust,neutral,disapproval,moderate,moderate,0.36703962,0.25050592,0.52072996,38,False,False,True,False,Low
It's hard to get a good,neutral,sadness,neutral,disapproval,neutral,moderate,0.33430383,0.1762423,0.5063279,23,False,False,False,False,Very Low
shot of your face. I knew I could have done,neutral,happiness,neutral,neutral,neutral,mild,0.24472052,0.27874047,0.45467874,43,False,True,False,False,Very Low
better. I knew I could have,neutral,happiness,neutral,neutral,neutral,neutral,0.2599471,0.21707866,0.31145382,27,False,True,True,False,Very Low
jumped better.,neutral,happiness,neutral,admiration,neutral,mild,0.72436833,0.1411785,0.45099738,14,False,False,False,False,Medium
You cannot make one little,neutral,disgust,neutral,neutral,moderate,moderate,0.2979083,0.21483381,0.43686208,26,False,True,True,False,Very Low
mistake make you crash,neutral,sadness,neutral,disapproval,moderate,moderate,0.32243255,0.17082338,0.5152015,22,False,False,True,False,Very Low
down to the very bottom on the first,neutral,neutral,neutral,neutral,moderate,neutral,0.5153323,0.82418245,0.7947175,36,True,True,False,False,Very High
week. Okay?,neutral,neutral,neutral,neutral,neutral,mild,0.34195134,0.59271216,0.49699497,11,True,True,False,False,Medium
I want to say apologize,neutral,sadness,neutral,neutral,mild,moderate,0.38064745,0.09130918,0.35238448,23,False,True,False,False,Very Low
about the shoot yesterday.,neutral,neutral,neutral,neutral,mild,neutral,0.5931082,0.8522365,0.78492534,26,True,True,False,False,Very High
I really,neutral,neutral,neutral,neutral,mild,neutral,0.46597642,0.7294418,0.64764786,8,True,True,False,False,High
nervous so I want,fear,fear,nervousness,neutral,mild,moderate,0.28530306,0.26646695,0.42413256,17,True,False,False,False,Very Low
to say sorry for that.,neutral,sadness,neutral,neutral,mild,moderate,0.38868237,0.08569764,0.33251503,22,False,True,False,False,Very Low
I forgive you.,neutral,happiness,neutral,neutral,neutral,moderate,0.2855343,0.12535211,0.3524493,14,False,True,False,False,Very Low
intentions were good.,neutral,happiness,neutral,admiration,neutral,mild,0.69591105,0.14320341,0.42268634,21,False,False,False,False,Medium
Do you know what resting,neutral,happiness,neutral,curiosity,mild,mild,0.51153904,0.8000527,0.8212037,24,False,False,True,False,Very High
bitch face is?,neutral,surprise,neutral,curiosity,mild,mild,0.46304768,0.43530214,0.6567436,14,False,False,True,False,High
the most amazing resting bitch face,happiness,happiness,amusement,admiration,moderate,moderate,0.24752943,0.080280825,0.41737163,35,True,False,True,False,Very Low
I've ever seen. And that translated,neutral,surprise,neutral,neutral,moderate,mild,0.31697038,0.5779974,0.45842955,35,False,True,False,False,Medium
amazingly well into this photograph.,happiness,happiness,admiration,admiration,moderate,mild,0.7380249,0.14389029,0.5516254,36,True,True,False,False,Medium
"you're better at photo shoots, right?",neutral,happiness,neutral,curiosity,mild,mild,0.7007041,0.57582015,0.7855607,37,False,False,True,False,Very High
Yes. You did pretty,neutral,happiness,neutral,approval,mild,mild,0.7170335,0.12899171,0.6591994,19,False,False,True,False,High
"good on your catwalk, so you've got to nail",neutral,happiness,neutral,neutral,mild,mild,0.5102482,0.23030393,0.37678152,43,False,True,True,False,Low
this. I hope so.,neutral,happiness,neutral,neutral,mild,neutral,0.4039125,0.3782841,0.3632879,16,False,True,False,False,Low
"Okay, well let's see if you did.",neutral,happiness,neutral,neutral,neutral,mild,0.30973178,0.4353609,0.5957426,32,False,True,False,False,Medium
Wow,surprise,happiness,surprise,neutral,moderate,mild,0.37831813,0.31605104,0.51790625,3,False,False,False,False,Low
"Okay, so I'm about to bring you down from that high horse you are standing on because you are the most challenging to work with",neutral,sadness,neutral,disapproval,intense,moderate,0.29846776,0.17068867,0.5030304,127,False,False,False,False,Very Low
"Oh, no",neutral,anger,neutral,neutral,neutral,mild,0.20231499,0.32616577,0.35774848,6,False,True,False,False,Very Low
I was giving you direction after direction and Joel had to actually come in and physically move your head,neutral,fear,neutral,neutral,moderate,moderate,0.29215774,0.33372307,0.37835383,105,False,True,True,False,Very Low
"And for our last girl Veronica, all I have to say is Valerie you take a look at that",neutral,happiness,neutral,neutral,neutral,mild,0.26689312,0.48212552,0.5087368,84,False,True,False,False,Low
You kicked your sister's ass in this shit,neutral,disgust,neutral,disapproval,intense,moderate,0.35971615,0.21067895,0.5261282,41,False,False,False,False,Low
This is one of my favorite shots. I'm looking at your face. You're working the outfit. You're playing with it,neutral,happiness,neutral,neutral,intense,mild,0.56494087,0.16634133,0.50897354,109,False,True,False,False,Low
It was a joy to watch you work. You nailed it for me. This is a whole,neutral,happiness,neutral,admiration,moderate,mild,0.7208825,0.15038584,0.440371,69,False,False,False,False,Medium
"New blank slate for both of you, whatever expectations you've had wipe that all clean and start proving yourself",neutral,sadness,neutral,neutral,moderate,moderate,0.23599558,0.17290546,0.52189964,112,False,True,True,False,Very Low
"Again, so thank you, Veronica. Thank you. Thank you guys",neutral,happiness,neutral,admiration,intense,mild,0.68924767,0.14351447,0.43594873,56,False,False,False,False,Medium
Who'll be going home?,neutral,happiness,neutral,curiosity,moderate,mild,0.58561814,0.7735038,0.8057735,21,False,False,False,False,Very High
14 beautiful girls stand before me,neutral,happiness,neutral,admiration,neutral,mild,0.6807454,0.12401798,0.40983036,34,False,False,False,False,Low
But I only have 13 photos in my hands,neutral,neutral,neutral,neutral,mild,neutral,0.46547532,0.7932955,0.74610865,37,True,True,False,False,Very High
These photos represent the girls who are still in the running towards becoming Asia's Next Top Model,happiness,happiness,excitement,neutral,moderate,mild,0.63952905,0.21651459,0.40728056,100,True,False,False,False,Medium
"Congratulations, Clara. Why are you crying?",sadness,surprise,surprise,confusion,mild,mild,0.31191295,0.2544765,0.44012794,43,False,False,True,False,Very Low
I'm looking for a supermodel. No more spoiled princess from here on out. Do you hear me?,neutral,happiness,neutral,neutral,moderate,mild,0.283703,0.28244454,0.3844716,88,False,True,False,False,Very Low
"Congratulations, you're still in the running towards becoming Asia's Next Top Model",happiness,happiness,approval,admiration,moderate,mild,0.72891897,0.14757055,0.43632072,83,True,False,False,False,Medium
It turns out you're the twin to beat this week interesting congratulations,neutral,happiness,neutral,admiration,moderate,mild,0.74667996,0.15648885,0.50299144,74,False,False,False,False,Medium
Congratulations,neutral,happiness,neutral,neutral,mild,mild,0.63541687,0.15599483,0.40340924,15,False,True,True,False,Low
Congratulations go join your sis,neutral,happiness,neutral,neutral,mild,mild,0.6386705,0.15490039,0.36712456,32,False,True,True,False,Low
Your biggest challenge is going to be yourself. Thank you Heidi. Congratulation,neutral,happiness,neutral,admiration,mild,mild,0.6198723,0.1218523,0.36881295,79,False,False,True,False,Low
Smile,neutral,happiness,neutral,neutral,neutral,mild,0.476775,0.32821205,0.47517368,5,False,True,False,False,Medium
"Congratulations, you're still in the running towards becoming Asia's Next Top Model, Jenica",happiness,happiness,approval,admiration,moderate,mild,0.7351247,0.14750019,0.429979,91,True,False,False,False,Medium
Who's that I like that sass congratulations,neutral,happiness,neutral,curiosity,mild,mild,0.35254237,0.5109476,0.71295375,43,False,False,True,False,High
Cindy I need a little bit more emotion from you. Thank you so much,neutral,happiness,neutral,admiration,mild,mild,0.7214963,0.13235459,0.45924667,66,False,False,True,False,Medium
Alicia I look at you and I see strength confidence and fears. You need to soften that find that balance,fear,surprise,admiration,neutral,moderate,mild,0.18666577,0.23499724,0.3648695,103,False,False,False,False,Very Low
You had a tough time this week,neutral,sadness,neutral,disapproval,neutral,moderate,0.40652648,0.13652821,0.47336408,30,False,False,False,False,Very Low
I just want to apologize for not being professional and the emotion is really overwhelming for me,neutral,sadness,neutral,annoyance,intense,moderate,0.41941535,0.08039671,0.40626457,97,False,False,False,False,Very Low
But you're still here,neutral,neutral,neutral,neutral,mild,neutral,0.41563162,0.80521303,0.74328107,21,True,True,False,False,High
And you're gonna fight because girl you're still in the running towards becoming Asia's Next Top Model,happiness,disgust,optimism,disapproval,moderate,moderate,0.19734007,0.08753932,0.48127037,102,False,False,True,False,Very Low
Pack your bags and leave,neutral,neutral,neutral,neutral,moderate,neutral,0.40585992,0.756032,0.7128363,24,True,True,False,False,High
It was a struggle to get a good photo out of you and the best photo that we did was still not on,neutral,sadness,neutral,disapproval,moderate,moderate,0.41031998,0.14214969,0.5045264,96,False,False,True,False,Low
Par with what we're looking for at this point,neutral,neutral,neutral,neutral,mild,neutral,0.37907416,0.71693355,0.61384976,45,True,True,False,False,High
So who stays and who's gonna be going home?,neutral,happiness,neutral,curiosity,moderate,mild,0.565165,0.7687438,0.8062968,43,False,False,False,False,Very High
It's time to find out,neutral,neutral,neutral,neutral,moderate,neutral,0.4256645,0.66172373,0.5556108,21,True,True,False,False,High
Oh,neutral,surprise,neutral,neutral,mild,neutral,0.29206526,0.5620742,0.5341712,2,False,True,False,False,Medium
I'm really disappointed myself because I wanted to do this for my mom. I,neutral,sadness,neutral,disapproval,intense,moderate,0.3760262,0.093012996,0.4535904,72,False,False,False,False,Very Low
Really wanted to be the first Filipina to win this,neutral,happiness,neutral,admiration,intense,mild,0.73797315,0.14250189,0.44762924,50,False,False,False,False,Medium
Maybe I stayed in my comfort zone too much because I was thinking that it's just the beginning of the competition,neutral,surprise,neutral,neutral,mild,mild,0.2049299,0.20292558,0.40925804,113,False,True,True,False,Very Low
Maybe I should have like just shown it at first. My life motto is never give up,neutral,happiness,neutral,neutral,moderate,mild,0.27666494,0.22743309,0.48823592,79,False,True,False,False,Very Low
"So even though I'm the first girl to get eliminated, I",sadness,sadness,disappointment,disapproval,moderate,moderate,0.3377445,0.1260198,0.48223194,54,True,False,True,False,Very Low
Won't give up. I'll stand up after this,neutral,neutral,neutral,neutral,intense,neutral,0.25602004,0.21911418,0.35438383,39,True,True,False,False,Very Low
Next time on Asia's Next Top Model,happiness,happiness,neutral,neutral,neutral,mild,0.42845815,0.39390507,0.48188347,34,True,True,False,False,Medium
