text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
Your nerves are like...,neutral,fear,neutral,neutral,mild,moderate,0.30006868,0.25023985,0.39233562,23,False,True,False,False,Very Low
We've got that one.,neutral,neutral,neutral,neutral,mild,neutral,0.44065174,0.6413922,0.62025565,19,True,True,False,False,Very High
You okay honey?,neutral,happiness,neutral,curiosity,moderate,mild,0.6275653,0.6804473,0.7191239,15,False,False,False,False,Very High
"This is like my first time, so",neutral,surprise,neutral,neutral,mild,mild,0.35008103,0.3570613,0.45917368,30,False,True,True,False,Medium
"I just feel like, I don't know.",neutral,surprise,neutral,confusion,moderate,mild,0.464937,0.4194497,0.42361504,31,False,False,False,False,High
This is a competition.,neutral,happiness,neutral,neutral,neutral,neutral,0.4092852,0.46227273,0.40145755,22,False,True,True,False,High
We're supposed not to break down,neutral,fear,neutral,neutral,moderate,moderate,0.43081087,0.22890642,0.47895503,32,False,True,True,False,Medium
"the very first time, right?",neutral,surprise,neutral,neutral,mild,mild,0.32965806,0.3657678,0.58041006,27,False,True,True,False,High
"If Layla cannot take in the first week,",neutral,sadness,neutral,neutral,neutral,neutral,0.23973939,0.45068514,0.35897917,39,False,True,True,False,Low
how about the next week and the next week?,neutral,happiness,neutral,curiosity,mild,mild,0.47890374,0.73171973,0.70958906,42,False,False,True,False,Very High
"Hey, do you not want to be here?",neutral,happiness,neutral,curiosity,mild,mild,0.3272694,0.59658515,0.62806547,32,False,False,True,False,High
Layla? What's going on?,neutral,surprise,neutral,confusion,mild,mild,0.58057916,0.44337234,0.6125046,23,False,False,True,False,Very High
It's just this thing that comes over.,neutral,surprise,neutral,neutral,moderate,neutral,0.26816988,0.40981308,0.3911382,37,False,True,False,False,Low
Do you want,neutral,happiness,neutral,curiosity,mild,mild,0.6060374,0.7859861,0.7319435,11,False,False,True,False,Very High
to be here?,neutral,happiness,neutral,curiosity,mild,mild,0.53028566,0.7534331,0.7246542,11,False,False,True,False,Very High
"Let me hear you say, I want to be here.",neutral,happiness,neutral,neutral,mild,mild,0.36046576,0.27643013,0.4520508,39,False,True,True,False,Low
"Please, that's what I want to hear you say.",neutral,happiness,neutral,curiosity,moderate,mild,0.43168622,0.378208,0.5200687,43,False,False,False,False,High
I don't know what to say.,neutral,surprise,neutral,confusion,moderate,mild,0.5392882,0.518746,0.46392623,25,False,False,False,False,High
You can't answer me?,neutral,surprise,neutral,confusion,moderate,mild,0.3677532,0.37024903,0.5633507,20,False,False,False,False,High
Do you want to try again?,neutral,happiness,neutral,curiosity,neutral,mild,0.614934,0.79907316,0.7042257,25,False,False,False,False,Very High
No?,neutral,surprise,neutral,confusion,mild,mild,0.47666505,0.40337852,0.55323696,3,False,False,True,False,High
I'm sorry to hear that.,neutral,sadness,neutral,disappointment,neutral,moderate,0.5514983,0.08617534,0.3660013,23,False,False,False,False,Low
"Ready, one, two, three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.42734107,0.6304211,0.69327414,27,True,True,False,False,Very High
Wow.,surprise,surprise,surprise,confusion,mild,mild,0.4019154,0.22397202,0.3817407,4,True,False,True,False,Low
That was really cool.,neutral,happiness,neutral,admiration,moderate,mild,0.56322926,0.16988201,0.50502867,21,False,False,False,False,Medium
Whoa.,neutral,surprise,neutral,neutral,mild,neutral,0.3452629,0.42232937,0.4384127,5,False,True,False,False,Medium
I really forget anything about me.,neutral,sadness,neutral,sadness,mild,moderate,0.54301786,0.084016636,0.4081131,34,False,False,False,False,Low
Wait.,neutral,neutral,neutral,neutral,mild,neutral,0.61859477,0.8400382,0.82686263,5,True,True,False,False,Very High
"where you get to tell a photographer,",neutral,happiness,neutral,curiosity,neutral,mild,0.4924508,0.61608917,0.5876941,37,False,False,False,False,Very High
I need to wait to get the energy,neutral,fear,neutral,neutral,neutral,moderate,0.50068367,0.19761485,0.3617707,32,False,True,False,False,Low
to do it again.,neutral,fear,neutral,neutral,neutral,neutral,0.27170157,0.49998504,0.48715538,15,False,True,True,False,High
"It's awkward, but it's kind of amazing.",happiness,happiness,amusement,admiration,mild,mild,0.5234868,0.17659833,0.49202257,39,True,False,True,False,Medium
"three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.47360644,0.7210484,0.75895524,10,True,True,False,False,Very High
You tell me when I,neutral,neutral,neutral,neutral,mild,neutral,0.41036656,0.6462353,0.57825285,18,True,True,False,False,Very High
go. You tell me.,neutral,neutral,neutral,neutral,mild,neutral,0.59963363,0.8293317,0.7553932,16,True,True,False,False,Very High
It got a bit tense when two were shooting.,neutral,fear,neutral,annoyance,moderate,moderate,0.34129277,0.14524052,0.46309048,42,False,False,True,False,Very Low
are a bit too firm over and over,neutral,disgust,neutral,neutral,mild,moderate,0.38822502,0.33319208,0.35962656,32,False,True,False,False,Low
"again with someone,",neutral,neutral,neutral,neutral,mild,neutral,0.6122887,0.82491624,0.7594307,19,True,True,False,False,Very High
it might look rude.,neutral,sadness,neutral,neutral,moderate,moderate,0.37691012,0.13660417,0.43631595,19,False,True,True,False,Very Low
you need to be ready too.,neutral,fear,neutral,neutral,neutral,neutral,0.27795485,0.425138,0.484126,25,False,True,True,False,Medium
I feel like you have the same issue as Cindy.,neutral,disgust,neutral,curiosity,neutral,mild,0.31359488,0.21302211,0.54538983,45,False,False,False,False,Low
"You both have gorgeous, sweet faces.",neutral,happiness,neutral,admiration,mild,mild,0.5714043,0.19687429,0.5297411,36,False,False,True,False,High
I need some more fierceness.,happiness,fear,desire,neutral,moderate,moderate,0.44011715,0.17601806,0.43086743,28,False,False,True,False,Low
This competition for model,neutral,happiness,neutral,neutral,neutral,mild,0.5331289,0.33455995,0.5405287,26,False,True,False,False,High
is not for,neutral,disgust,neutral,neutral,neutral,neutral,0.42539153,0.3478676,0.4127937,10,False,True,True,False,Medium
"hot girl, not for beautiful thing.",neutral,disgust,neutral,disapproval,mild,moderate,0.47775495,0.27112645,0.39835563,34,False,False,False,False,Medium
It's not,neutral,disgust,neutral,neutral,neutral,neutral,0.34855914,0.420322,0.4511579,8,False,True,True,False,Medium
because you cannot do it.,neutral,disgust,neutral,disapproval,neutral,moderate,0.38647428,0.28505406,0.40528876,25,False,False,False,False,Low
I feel so much better,neutral,happiness,neutral,neutral,moderate,mild,0.35120937,0.23571791,0.3910496,21,False,True,False,False,Very Low
and I want to continue this.,neutral,fear,neutral,neutral,moderate,neutral,0.36161232,0.27758792,0.3313181,28,False,True,False,False,Very Low
I want to continue,neutral,fear,neutral,neutral,moderate,neutral,0.33029172,0.32528076,0.37081784,18,False,True,False,False,Low
running in this competition.,neutral,happiness,neutral,neutral,moderate,neutral,0.3626157,0.44680983,0.45312193,28,False,True,False,False,High
So I heard you're going to give it another go.,neutral,happiness,neutral,neutral,moderate,mild,0.3189573,0.29885566,0.41065818,46,False,True,False,False,Low
I'm so proud of you.,neutral,happiness,neutral,gratitude,moderate,mild,0.5322411,0.15280499,0.4058936,20,False,False,False,False,Low
Don't be sorry if you don't do it again.,neutral,sadness,neutral,disapproval,neutral,moderate,0.4504978,0.13644692,0.47459826,40,False,False,False,False,Low
Let's go. You've got three minutes.,neutral,neutral,neutral,neutral,moderate,neutral,0.3969687,0.6176746,0.6632026,35,True,True,False,False,Very High
"One, two, three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.4845571,0.724323,0.76152337,20,True,True,False,False,Very High
Energy is amazing.,happiness,happiness,excitement,admiration,moderate,mild,0.6630302,0.14810446,0.5186958,18,True,False,False,False,High
"You don't have to do much, girl.",neutral,disgust,neutral,disapproval,neutral,moderate,0.4607404,0.32348666,0.37613755,32,False,False,False,False,Medium
You look like you're jumping already,neutral,disgust,neutral,curiosity,mild,mild,0.26027703,0.25029856,0.4637758,36,False,False,True,False,Very Low
because you're so tall and skinny.,neutral,disgust,neutral,admiration,mild,mild,0.34190354,0.14200094,0.44853637,34,False,False,True,False,Very Low
I feel my mind is clearer now.,neutral,fear,neutral,neutral,moderate,moderate,0.300033,0.12019948,0.39455557,30,False,True,True,False,Very Low
Turn your face a little bit this way.,neutral,anger,neutral,neutral,neutral,moderate,0.326232,0.21303284,0.40281183,37,False,True,False,False,Very Low
"If I'm running for the competition still,",neutral,fear,neutral,neutral,moderate,neutral,0.3099057,0.43057454,0.41801667,41,False,True,False,False,Medium
I would try my best,neutral,fear,neutral,neutral,moderate,mild,0.31647623,0.25648314,0.34000602,19,False,True,False,False,Very Low
and continue to run,neutral,fear,neutral,neutral,moderate,neutral,0.38238662,0.44004002,0.5538834,19,False,True,False,False,High
for this competition.,neutral,happiness,neutral,neutral,moderate,neutral,0.35668746,0.47822398,0.49679816,21,False,True,False,False,High
Time's up. Good job.,neutral,neutral,neutral,neutral,mild,neutral,0.3446129,0.4594941,0.5040766,20,True,True,False,False,High
to your very first elimination.,neutral,fear,neutral,neutral,moderate,moderate,0.48524243,0.13365501,0.47735283,31,False,True,True,False,Low
To say this week has been eventful,neutral,happiness,neutral,neutral,neutral,mild,0.3612627,0.39213756,0.47440878,34,False,True,False,False,Medium
would be an understatement.,neutral,happiness,neutral,neutral,neutral,mild,0.28995895,0.25933823,0.44551063,27,False,True,False,False,Low
who's moving on,neutral,neutral,neutral,neutral,mild,neutral,0.3355926,0.7086128,0.61115324,15,True,True,False,False,Very High
"and who's moving out,",neutral,fear,neutral,neutral,mild,neutral,0.28555328,0.53336227,0.48528513,21,False,True,False,False,High
let me first introduce you to your judges.,neutral,happiness,neutral,curiosity,neutral,mild,0.5708471,0.30993074,0.52644366,42,False,False,False,False,High
"First up, the ever-radiant",neutral,fear,neutral,neutral,mild,neutral,0.36942354,0.3944329,0.4099733,26,False,True,False,False,Medium
"model, actress, and Miss Universe",neutral,happiness,neutral,admiration,mild,mild,0.54027236,0.15391552,0.49539074,33,False,False,True,False,Medium
"2015, Pia Wurtzbach.",neutral,neutral,neutral,neutral,mild,neutral,0.59671634,0.79423285,0.7604189,20,True,True,False,False,Very High
He was your photographer,neutral,disgust,neutral,neutral,neutral,mild,0.3229634,0.26678377,0.48507562,24,False,True,False,False,Low
"for your very first photo challenge,",neutral,happiness,neutral,neutral,neutral,mild,0.52073747,0.362208,0.48879346,36,False,True,False,False,High
"And let's not forget your model mentor,",neutral,sadness,neutral,neutral,neutral,moderate,0.44963682,0.1291572,0.4642414,39,False,True,False,False,Low
before us was hand-picked from,neutral,neutral,neutral,neutral,mild,neutral,0.311696,0.64854,0.539901,30,True,True,False,False,High
all across Asia.,neutral,neutral,neutral,neutral,mild,neutral,0.512117,0.64420867,0.65865487,16,True,True,False,False,Very High
You're here because we believe that each and,neutral,neutral,neutral,neutral,moderate,neutral,0.4254955,0.6324453,0.6035611,44,True,True,False,False,Very High
every single one of you has a very good chance,neutral,happiness,neutral,approval,moderate,mild,0.6507986,0.13545103,0.55805653,46,False,False,False,False,High
of winning this.,neutral,happiness,neutral,approval,moderate,mild,0.61090946,0.13068132,0.47718507,16,False,False,False,False,Medium
"And on that note, let's get to your prizes.",neutral,happiness,neutral,neutral,moderate,mild,0.42507467,0.41986606,0.3761617,43,False,True,False,False,Medium
The winner of Asia's Next Top Model,happiness,happiness,excitement,admiration,intense,mild,0.5440364,0.1340435,0.452845,35,True,False,False,False,Medium
will be driving home a brand-new,neutral,happiness,neutral,neutral,moderate,mild,0.36498746,0.22219247,0.40760002,32,False,True,False,False,Low
Subaru Impreza.,neutral,neutral,neutral,neutral,moderate,neutral,0.3792227,0.49434748,0.5134335,15,True,True,False,False,High
She will feature in a fashion spread and rock,neutral,happiness,neutral,neutral,moderate,mild,0.43633524,0.19279267,0.47706783,45,False,True,False,False,Medium
the cover of Nylon Singapore.,neutral,neutral,neutral,neutral,moderate,neutral,0.2980467,0.4702965,0.42943084,29,True,True,False,False,Medium
And she will head to Europe for a chance,neutral,fear,neutral,neutral,moderate,neutral,0.39560553,0.28203225,0.34498936,40,False,True,False,False,Low
to be represented by one of the world's biggest,neutral,happiness,neutral,admiration,moderate,mild,0.5012978,0.14571907,0.48064342,47,False,False,False,False,Medium
"modeling agencies, Storm Model",neutral,happiness,neutral,neutral,moderate,neutral,0.3333657,0.44690806,0.44533426,30,False,True,False,False,Medium
"Management, joining the likes of Kate Moss",neutral,happiness,neutral,neutral,moderate,mild,0.45054922,0.34151286,0.5131602,42,False,True,False,False,High
and Cara Delevingne.,neutral,neutral,neutral,neutral,moderate,neutral,0.6320584,0.8268965,0.8002035,20,True,True,False,False,Very High
"Now, this season, we will be combining your",neutral,happiness,neutral,neutral,neutral,mild,0.45663363,0.4403001,0.41895992,43,False,True,False,False,High
challenge scores to your photoshoot,neutral,happiness,neutral,neutral,neutral,mild,0.515046,0.36252487,0.46391898,35,False,True,False,False,High
scores in order to determine who stays,neutral,happiness,neutral,neutral,neutral,mild,0.43032467,0.39009538,0.45603782,38,False,True,False,False,High
"Are you ready, ladies?",neutral,happiness,neutral,curiosity,mild,mild,0.64831674,0.7330657,0.69926554,22,False,False,True,False,Very High
"Can we have Alicia, please?",neutral,happiness,neutral,curiosity,neutral,mild,0.5517955,0.6490702,0.6374091,27,False,False,False,False,Very High
"Well, let's take a look at your shot.",neutral,happiness,neutral,curiosity,neutral,mild,0.42073995,0.21285608,0.46029893,37,False,False,False,False,Low
with so much energy,neutral,happiness,neutral,admiration,moderate,mild,0.63334787,0.14803332,0.53558564,19,False,False,False,False,High
that at times you seem,neutral,surprise,neutral,curiosity,neutral,mild,0.3058233,0.37812406,0.54254436,22,False,False,False,False,Medium
completely out of control.,neutral,fear,neutral,neutral,moderate,moderate,0.45555544,0.20030507,0.44046485,26,False,True,True,False,Low
I love your look.,neutral,happiness,neutral,gratitude,moderate,mild,0.6348785,0.14897668,0.46177113,17,False,False,False,False,Medium
You have a masculinity about you,neutral,happiness,neutral,curiosity,neutral,mild,0.3024916,0.20120442,0.5739341,32,False,False,False,False,Low
which can be your strength,neutral,happiness,neutral,neutral,mild,mild,0.52472496,0.20733386,0.5221026,26,False,True,True,False,Medium
if you use it right.,neutral,happiness,neutral,neutral,neutral,mild,0.31800646,0.41973352,0.49352697,20,False,True,False,False,Medium
Your face is just,neutral,surprise,neutral,neutral,neutral,mild,0.24815477,0.14052549,0.5004623,17,False,True,False,False,Very Low
a bit dead. It's not really smiling.,neutral,disgust,neutral,disapproval,moderate,moderate,0.4565849,0.29835394,0.41491497,36,False,False,True,False,Medium
It's not really high fashion.,neutral,disgust,neutral,disapproval,moderate,moderate,0.5115707,0.33919317,0.36135882,29,False,False,True,False,Medium
You let your nerves get the better of you.,neutral,fear,neutral,optimism,moderate,moderate,0.42566422,0.08828476,0.5039691,42,False,False,True,False,Low
I feel like this was a lucky,neutral,happiness,neutral,admiration,mild,mild,0.47784504,0.11193744,0.45444363,28,False,False,True,False,Low
shot for you.,neutral,disgust,neutral,neutral,neutral,mild,0.2685496,0.2681737,0.4068637,13,False,True,False,False,Very Low
I love the shot from the head down.,neutral,happiness,neutral,admiration,moderate,moderate,0.39252457,0.12685165,0.4732063,35,False,False,True,False,Low
Your eyes are,neutral,happiness,neutral,neutral,neutral,mild,0.41879308,0.3694122,0.5031104,13,False,True,False,False,High
almost dead. You're still so,neutral,sadness,neutral,neutral,moderate,moderate,0.36323926,0.123738356,0.47190407,28,False,True,True,False,Very Low
young and that's why you're not,neutral,disgust,neutral,disapproval,neutral,mild,0.44216627,0.28971002,0.3848229,31,False,False,False,False,Medium
emotions other than your typical,neutral,happiness,neutral,curiosity,neutral,mild,0.5089301,0.20404112,0.61552733,32,False,False,False,False,High
"sweet, your safe zone. Heidi.",neutral,happiness,neutral,approval,neutral,mild,0.67067796,0.16879307,0.5503617,29,False,False,False,False,High
"Looking at you right now, you look so sweet.",neutral,happiness,neutral,admiration,mild,mild,0.6389522,0.15317266,0.5473616,44,False,False,True,False,High
And then I look at this one and you just have,neutral,happiness,neutral,curiosity,mild,mild,0.4261199,0.45023173,0.5230809,45,False,False,True,False,High
so much emotion,neutral,happiness,neutral,admiration,moderate,mild,0.58257055,0.13993666,0.4919557,15,False,False,False,False,Medium
"If you keep this up, you could be a dark horse in the",neutral,disgust,neutral,curiosity,moderate,mild,0.28489393,0.1893351,0.43048403,53,False,False,False,False,Very Low
competition. Thank you so much.,neutral,happiness,neutral,gratitude,mild,mild,0.54892457,0.18027167,0.4389138,31,False,False,True,False,Medium
"Well done, Heidi. Next, can we have Clara, please?",neutral,happiness,neutral,neutral,mild,mild,0.4525127,0.45016322,0.45951042,50,False,True,True,False,High
"You're daddy's little girl,",neutral,disgust,neutral,disapproval,neutral,mild,0.49485502,0.16202113,0.42476907,27,False,False,False,False,Low
aren't you?,neutral,surprise,neutral,curiosity,neutral,mild,0.3923832,0.5559765,0.7006377,11,False,False,False,False,Very High
everything you want. You're spoiled,neutral,disgust,neutral,disapproval,moderate,moderate,0.5139882,0.1788502,0.4022973,35,False,False,True,False,Low
but you're cheeky about it.,neutral,disgust,neutral,disapproval,mild,mild,0.50348693,0.1707269,0.4002996,27,False,False,True,False,Low
And that kind of works in this picture.,neutral,happiness,neutral,neutral,mild,mild,0.2843825,0.22518516,0.5490678,39,False,True,True,False,Low
You're running away,neutral,fear,neutral,neutral,neutral,moderate,0.48018965,0.27076706,0.4612701,19,False,True,False,False,Medium
but you're looking back.,neutral,fear,neutral,neutral,mild,neutral,0.28174302,0.5038727,0.37962922,24,False,True,False,False,Medium
You're kind of acting coy but you're leading us on.,neutral,disgust,neutral,admiration,mild,mild,0.4051993,0.11294279,0.40583634,51,False,False,True,False,Very Low
I really like it.,neutral,happiness,neutral,approval,moderate,mild,0.64313865,0.1458353,0.54366255,17,False,False,False,False,High
It's very unexpected from the brief,surprise,sadness,surprise,confusion,mild,moderate,0.29375917,0.17120391,0.37703744,35,False,False,False,False,Very Low
and I like the unexpected. Dorothy.,surprise,happiness,admiration,admiration,mild,mild,0.21778294,0.09445012,0.44239476,35,False,True,True,False,Very Low
You're also another sweet,neutral,happiness,neutral,admiration,mild,mild,0.64790326,0.15744588,0.57902366,25,False,False,True,False,High
face. We need a little bit more attitude,neutral,happiness,neutral,neutral,mild,mild,0.33568552,0.33097664,0.34803495,40,False,True,True,False,Low
from you. We need fierce.,happiness,fear,desire,neutral,moderate,moderate,0.48380628,0.19051595,0.3752844,25,False,False,True,False,Low
I feel like I've seen this post,neutral,surprise,neutral,neutral,mild,mild,0.45097435,0.19705707,0.44834268,31,False,True,True,False,Low
You have a gorgeous face and this,neutral,happiness,neutral,admiration,moderate,mild,0.39808443,0.17900422,0.5054624,33,False,False,False,False,Low
photo doesn't do,neutral,disgust,neutral,disapproval,mild,mild,0.48526263,0.27048326,0.36440134,16,False,False,True,False,Medium
justice. Jenica.,neutral,neutral,neutral,neutral,mild,neutral,0.48822138,0.62467366,0.6699616,16,True,True,False,False,Very High
It's not my favorite photo.,neutral,disgust,neutral,disapproval,mild,mild,0.42833793,0.30307114,0.3780818,27,False,False,True,False,Medium
that you're actually in frame.,neutral,disgust,neutral,neutral,neutral,mild,0.29534385,0.37766457,0.41148284,30,False,True,False,False,Low
Photographing you was like,neutral,surprise,neutral,neutral,neutral,mild,0.23963661,0.28500775,0.53543717,26,False,True,False,False,Low
me trying to give you a high five,neutral,happiness,neutral,curiosity,mild,mild,0.4482616,0.3064593,0.47402692,33,False,False,True,False,Medium
but then it turns really awkward and we miss.,neutral,fear,neutral,annoyance,mild,moderate,0.4410202,0.104825966,0.45995492,45,False,False,False,False,Low
"We have to work together, alright?",neutral,happiness,neutral,curiosity,moderate,mild,0.4256195,0.5164347,0.58848387,34,False,False,False,False,High
To sync up our timings.,neutral,fear,neutral,neutral,neutral,neutral,0.27951667,0.36299586,0.3783478,23,False,True,True,False,Low
"Thank you. Can we have Leila, please?",neutral,happiness,neutral,curiosity,mild,mild,0.7161601,0.20172329,0.655505,37,False,False,True,False,High
"photo, it's stunning",neutral,disgust,neutral,disapproval,moderate,moderate,0.23435532,0.088331155,0.41121805,20,False,False,True,False,Very Low
but the process getting there,neutral,fear,neutral,neutral,neutral,neutral,0.29720944,0.4886571,0.42170814,29,False,True,True,False,Medium
was very arduous.,neutral,fear,neutral,neutral,mild,moderate,0.24514765,0.15063377,0.39203316,17,False,True,False,False,Very Low
I just want to shake you right now,neutral,fear,neutral,neutral,moderate,moderate,0.4700348,0.11631345,0.44971415,34,False,True,True,False,Low
because I don't think you know how good you are.,neutral,sadness,neutral,confusion,moderate,moderate,0.35240424,0.19299647,0.44315422,48,False,False,True,False,Very Low
The biggest,neutral,happiness,neutral,neutral,neutral,mild,0.39401856,0.3134795,0.5410879,11,False,True,False,False,Medium
critic is yourself.,neutral,disgust,neutral,neutral,mild,mild,0.46382967,0.2036595,0.40552527,19,False,True,True,False,Low
That's the only thing,neutral,surprise,neutral,neutral,neutral,neutral,0.2594977,0.503288,0.45079926,21,False,True,True,False,Medium
standing in your way.,neutral,neutral,neutral,neutral,mild,neutral,0.3830323,0.5976284,0.5570581,21,True,True,False,False,High
"Thank you,",neutral,happiness,neutral,gratitude,mild,mild,0.4871775,0.17318998,0.40886635,10,False,False,True,False,Low
I love your face. I can imagine,neutral,happiness,neutral,admiration,moderate,mild,0.6144924,0.11282008,0.49054322,31,False,False,False,False,Medium
doing lots and lots of beauty commercials,neutral,happiness,neutral,admiration,moderate,mild,0.5159478,0.1299381,0.5413315,41,False,False,False,False,Medium
with you but I hate that,neutral,sadness,neutral,disapproval,moderate,moderate,0.3439822,0.1916115,0.47278488,24,False,False,True,False,Low
photo. It looks like as if,neutral,surprise,neutral,neutral,moderate,mild,0.3062873,0.31646296,0.513409,26,False,True,False,False,Medium
"you see like an ex-boyfriend and you're going,",neutral,disgust,neutral,curiosity,mild,mild,0.35899684,0.18695334,0.44779432,46,False,False,True,False,Low
I would have to disagree.,neutral,fear,neutral,neutral,mild,moderate,0.39604828,0.17284459,0.4400595,25,False,True,False,False,Low
I love this photo.,neutral,happiness,neutral,gratitude,moderate,mild,0.61833817,0.13585812,0.4758551,18,False,False,False,False,Medium
"for me, I like it.",neutral,happiness,neutral,admiration,mild,mild,0.6840274,0.1329058,0.5383922,18,False,False,True,False,High
The duck face,neutral,disgust,neutral,neutral,mild,neutral,0.22483075,0.31350112,0.37629792,13,False,True,False,False,Very Low
I feel you have so much,neutral,happiness,neutral,neutral,moderate,mild,0.26822278,0.15821455,0.52363765,23,False,True,False,False,Very Low
potential. I see you as,neutral,happiness,neutral,neutral,moderate,mild,0.50519574,0.3731882,0.5145715,23,False,True,False,False,High
"the quirky, awkward,",neutral,happiness,neutral,admiration,mild,mild,0.29646406,0.116101146,0.4957993,20,False,False,True,False,Very Low
weird model but that,neutral,disgust,neutral,disapproval,mild,mild,0.5244105,0.24745414,0.3965852,20,False,False,True,False,Medium
could work for you.,neutral,happiness,neutral,neutral,moderate,mild,0.31881353,0.4102544,0.39684635,19,False,True,False,False,Medium
But you definitely need to be aware.,neutral,fear,neutral,neutral,mild,neutral,0.46436536,0.29666874,0.35978046,36,False,True,False,False,Medium
"When I first saw you,",neutral,surprise,neutral,neutral,mild,neutral,0.35476628,0.48713624,0.4912014,21,False,True,False,False,High
you stood out to me.,neutral,fear,neutral,neutral,mild,moderate,0.37553978,0.12718883,0.50932455,20,False,True,False,False,Low
And then your catwalk was amazing,happiness,happiness,admiration,admiration,moderate,mild,0.5466047,0.18093008,0.48944068,33,True,True,False,False,Medium
and so I had crazy,neutral,anger,neutral,disapproval,neutral,moderate,0.28295213,0.16149394,0.42358422,18,False,False,False,False,Very Low
it was really disappointing.,neutral,sadness,neutral,disappointment,intense,moderate,0.61142254,0.09683968,0.37614575,28,False,False,False,False,Low
Your hands were really out of control.,neutral,fear,neutral,annoyance,moderate,moderate,0.3738325,0.124366954,0.53218746,38,False,False,True,False,Low
It's hard to get a good,neutral,happiness,neutral,neutral,neutral,mild,0.26847968,0.24269441,0.33561325,23,False,True,False,False,Very Low
shot of your face. I knew I could have done,neutral,fear,neutral,neutral,neutral,moderate,0.43437436,0.091311745,0.49276173,43,False,True,False,False,Low
better. I knew I could have,neutral,fear,neutral,neutral,neutral,mild,0.27266875,0.27264538,0.35783198,27,False,True,False,False,Very Low
jumped better.,neutral,happiness,neutral,neutral,neutral,mild,0.4853683,0.21442251,0.4069255,14,False,True,False,False,Medium
You cannot make one little,neutral,disgust,neutral,neutral,moderate,mild,0.34221095,0.3118301,0.33425474,26,False,True,False,False,Very Low
mistake make you crash,neutral,sadness,neutral,annoyance,moderate,moderate,0.49629933,0.089361645,0.4298716,22,False,False,True,False,Low
down to the very bottom on the first,neutral,neutral,neutral,neutral,moderate,neutral,0.31990224,0.6570478,0.6016981,36,True,True,False,False,High
I want to say apologize,neutral,sadness,neutral,fear,mild,moderate,0.35469875,0.08797904,0.4074163,23,False,False,False,False,Very Low
about the shoot yesterday.,neutral,anger,neutral,neutral,mild,moderate,0.24501166,0.38307798,0.34610543,26,False,True,False,False,Very Low
I really,neutral,surprise,neutral,neutral,mild,neutral,0.3304202,0.5170786,0.53399915,8,False,True,False,False,High
nervous so I want,fear,fear,nervousness,annoyance,mild,moderate,0.5151849,0.08134155,0.38986245,17,True,False,False,False,Very Low
to say sorry for that.,neutral,sadness,neutral,disappointment,mild,moderate,0.59984505,0.08539524,0.36071277,22,False,False,False,False,Low
I forgive you.,neutral,happiness,neutral,gratitude,neutral,mild,0.46113545,0.13111882,0.44194618,14,False,False,False,False,Low
"Look, there is a language",neutral,happiness,neutral,neutral,neutral,mild,0.27044755,0.4163232,0.5206068,25,False,True,False,False,Medium
barrier here. I can accept that your,neutral,happiness,neutral,neutral,neutral,mild,0.29300123,0.34620494,0.38869467,36,False,True,False,False,Low
intentions were good.,neutral,happiness,neutral,neutral,neutral,mild,0.516864,0.31579137,0.48626772,21,False,True,False,False,High
Do you know what resting,neutral,happiness,neutral,curiosity,mild,mild,0.42748037,0.6883923,0.7095457,24,False,False,True,False,Very High
bitch face is?,neutral,surprise,neutral,curiosity,mild,mild,0.40636447,0.45738053,0.6167674,14,False,False,True,False,High
the most amazing resting bitch face,happiness,happiness,amusement,admiration,moderate,mild,0.4259718,0.18379986,0.45371822,35,True,False,False,False,Low
I've ever seen. And that translated,neutral,surprise,neutral,neutral,moderate,neutral,0.33306548,0.47728416,0.4846047,35,False,True,False,False,High
amazingly well into this photograph.,happiness,happiness,admiration,admiration,moderate,mild,0.5595031,0.17705175,0.4659399,36,True,True,False,False,Medium
"you're better at photo shoots, right?",neutral,happiness,neutral,curiosity,mild,mild,0.61430156,0.35830387,0.6386509,37,False,False,True,False,High
Yes. You did pretty,neutral,happiness,neutral,neutral,mild,mild,0.332718,0.23785664,0.521411,19,False,True,True,False,Low
"good on your catwalk, so you've got to nail",neutral,happiness,neutral,neutral,mild,moderate,0.40719563,0.27256784,0.3706818,43,False,True,False,False,Low
this. I hope so.,neutral,fear,neutral,neutral,mild,neutral,0.32723457,0.35581455,0.43898797,16,False,True,False,False,Medium
"Okay, well let's see if you did.",neutral,happiness,neutral,curiosity,neutral,mild,0.4676181,0.5807371,0.5848423,32,False,False,False,False,Very High
Wow,surprise,surprise,surprise,confusion,moderate,mild,0.49598682,0.33070117,0.44749734,3,True,False,False,False,High
"Okay, so I'm about to bring you down from that high horse you are standing on because you are the most challenging to work with",neutral,fear,neutral,neutral,intense,moderate,0.37913927,0.18780018,0.44952044,127,False,True,False,False,Low
"Oh, no",neutral,surprise,neutral,confusion,neutral,mild,0.41841185,0.26503393,0.40923008,6,False,False,False,False,Low
I was giving you direction after direction and Joel had to actually come in and physically move your head,neutral,fear,neutral,curiosity,moderate,moderate,0.20359509,0.11526985,0.45589057,105,False,False,True,False,Very Low
